the	det.定冠词;表示特指
theme	n.题目;主题
mechanics	n.结构;力学
pause	n.停顿;暂停v.踌躇;暂停
childlike	adj.孩子般的;天真的
vigilant	adj.警戒的
broth	n.肉汤
boar	n.公猪
irritable	adj.过敏的;易怒的
epithet	n.表述词语;别称
overseer	n.监工
mire	n.困境;烂泥v.陷入泥坑
sagacious	adj.聪慧的;有灵性的
triple	adj.三倍的;三部分的n.三倍数;三垒打v.增至三倍
aid	n.帮助;外援v.帮助
zest	n.橙皮;风味
levity	n.轻;轻率
fastidious	adj.难讨好的
pyramid	n.宝塔诗;角锥v.追加购进;成尖塔形
cycle	n.全套故事;循环v.使循环;循环
nap	n.小睡;绒毛v.小睡;浇
northeast	adj.在东北的adv.向东北n.东北;东北部
unlawful	adj.不法的;私生的
crater	n.环形山;坑;火山口
hamlet	n.小村庄
shrub	n.灌木;果汁冰水
birth	n.出生;分娩v.产生;生
paw	n.手;爪v.向...乱打;翻找
boom	n.暴涨;吊杆v.使繁荣;暴涨
dint	n.凹痕;力量v.用力压
fervour	n.炽热;热情
reproduce	v.复制;生殖
prominence	n.日珥;突出
aerial	adj.航空的;空气的n.前传;天线
cloister	n.回廊;修道院v.禁闭;设回廊于
traverse	adj.横亘的n.横越;越过v.横渡;横亘
cutter	n.切刀;切者;快艇
spotless	adj.没有污点的
boast	n.自吹自擂v.有;自豪
congress	n.立法机关;下院
overgrown	adj.植被蔓生的
haven	n.港;避难所v.使入港
equity	n.公平;衡平法
eclipse	n.晦暗;食v.食;遮暗的光
visionary	adj.幻觉的;空想的n.有眼力的人
archives	n.档案馆;档案
grape	n.葡萄;葡萄色
hindrance	n.妨碍
omnibus	adj.综合的n.公共汽车;选集
rock	n.大石;矿石v.轻摇使;轻摆
implacable	adj.不变的
sweet	adj.甜的;悦耳的n.甜食;甜味
workshop	n.车间;创作室
bayonet	n.刺刀;卡钉v.用刺刀刺;用刺刀
correspond	v.通信;相当
lute	n.诗琴;封泥v.弹诗琴;用封泥封
decrease	n.减少;减少量v.减少
broom	n.金雀花;扫帚v.扫;跑开
incur	v.招致
moderately	adv.不过分地
grease	n.油脂;脂肪v.用油脂涂
antagonism	n.对抗;拮抗
plumage	n.全身羽毛;羽毛束
slander	n.诽谤;口头诽谤v.诽谤
judgement	n.判断;判决
wearisome	adj.使人疲倦的;无聊的
tangle	n.纠纷;纠结v.缠住;缠结
match	n.火柴;火绳v.结婚;相称
angelic	adj.天使般的;天使的
sepulchre	n.坟墓;圣物匣v.埋葬
anchorage	n.锚地;下锚
pastime	n.消遣
retain	v.保存;保留
vineyard	n.工作场所;葡萄园
reverent	adj.恭敬的
spruce	adj.整洁漂亮的n.花旗松;云杉v.欺骗;说谎
edict	n.法令;命令
undo	v.毁坏;开
ferry	n.摆渡;渡船v.渡过;渡运
panel	n.节间;镶板v.把...分格;镶嵌
repugnance	n.矛盾;厌恶
impious	adj.不敬的;不虔诚的
steam	n.力量;水汽v.发出;蒸发
mace	n.权杖;诈骗
fictitious	adj.小说的;虚构的
shameless	adj.无耻的
anatomy	n.结构;解剖学
dawn	n.开端;黎明v.开始;破晓
ruffian	adj.残暴的n.流氓
genteel	adj.时髦的
astronomy	n.天文学
maze	n.错综;混乱;迷宫v.使困惑;使迷乱
mar	n.污点v.毁坏
rupture	n.决裂;破裂v.断绝;破裂
submissive	adj.顺从的
faithless	adj.不可靠的;无信仰的
candour	n.公平;洁白
hazardous	adj.碰巧的;有危险的
blockade	n.封锁;阻塞v.封锁;阻塞
deluge	n.大雨;洪水v.使泛滥;压倒
sicken	v.枯萎;生病
outcry	n.喊叫;拍卖
scold	v.责骂;骂
altitude	n.高;高处
turtle	n.海龟;海龟肉v.捕海龟
bide	v.等待;面临
adviser	n.顾问;指导教师
cumulative	adj.累积的;累计的
pyramid	n.宝塔诗;角锥v.追加购进;成尖塔形
stew	n.混杂物;妓院v.炖;不安
fibre	n.纤维;纤维物质
joyous	adj.高兴的
continuous	adj.延续的
cricket	n.蟋蟀;板球
denote	v.表示;代表
pan	n.秤盘;平底锅v.烧;淘
recite	v.背诵;历数
parable	n.谜一般的格言
thrive	v.兴旺发达;茁壮生长
pigeon	n.鸽子
extensive	adj.广泛的;广阔的;大量的
adaptation	n.改编;适应
export	n.出口;出口物v.出口
peal	n.钟乐;钟声v.使鸣响;大声鸣响
incidental	adj.附带的;易发生的n.附带事件;杂项
offender	n.犯法的人;冒犯者
dubious	adj.怀疑的;未定局的
yawn	n.呵欠;裂口v.打呵欠;裂开
ruthless	adj.无情的
trip	n.绊;旅行v.将...绊倒;旅行
operator	n.操作员;机务员
par	adj.平价的;平均的n.平价;同等v.按规定次数把球击入
abolish	v.彻底废除;完全破坏
adjust	v.调节;解决
unawares	adv.无意地
create	v.创建;创造
membership	n.会员身份;会员数
gauge	n.标准量度;测量仪器v.估计;量
tolerate	v.忍受;容忍
veteran	adj.退伍军人的n.老兵;退伍军人
pike	n.长矛;尖端;梭鱼v.离开;前进
spartan	adj.简朴的;艰苦的
badge	n.标记;徽章
hip	adj.时髦派的n.基节;臀v.使知悉;使沮丧
vex	v.烦恼;苦恼
adhere	v.坚持;粘附
stimulate	v.刺激;使兴奋
ado	n.纷扰;忙乱
sash	n.饰带;腰带
formality	n.拘谨;礼节
triangle	n.三角;三角铁
compulsory	adj.必须做的;强制的
treasurer	n.司库
gust	n.爆发;趣味v.品尝
fabulous	adj.惊人的;寓言的
hydrogen	n.氢
tearful	adj.流泪的
abound	v.充足;富足
fragile	adj.脆弱的;纤巧的
excel	v.胜过;突出
bailiff	n.法警;管家
laurel	n.桂冠;月桂枝叶v.给...戴桂冠
printer	n.印花工;印刷工;打印机
choke	n.窒息;阻塞门v.扑灭;塞满
cluster	n.串;辅音丛v.使成簇;丛生
monastic	adj.修士的;隐修院的n.修士
repel	v.抵拒;击退
credulity	n.轻信
unrest	n.不安
glimmer	n.炉火;微光v.发微光;逐渐消失
aspire	v.渴望;追求;上升
contingent	adj.附带的;可能的n.分得部分;分遣队
dowry	n.嫁妆;天赋
chauffeur	n.汽车司机v.为...开车;当司机
partiality	n.偏爱;偏袒
vogue	adj.流行的n.流行;名胜
flowery	adj.多花的;花的
chronic	adj.长期的;慢性的n.慢性病病人
peremptory	adj.紧急的;专横的
eke	adv.又v.增加
verb	n.动词;动词词性
mahogany	adj.红木做的n.赤褐色;红木
runaway	adj.逃跑的;失控的n.逃跑;逃跑者
cope	n.顶点v.应付;对付
dilemma	n.二难推理;窘境
slack	adj.松的;松闲的n.松弛;松闲v.放松;减缓
gaudy	adj.艳丽的n.年宴
melodious	adj.旋律的
gypsy	n.吉卜赛人;吉卜赛语
prodigal	adj.不吝惜的;丰富的n.浪费者
tangible	adj.非想像的;明确的n.有形体的东西
viceroy	n.副王蛱蝶;总督
journalist	n.记日志者
bouquet	n.花束;香味
symptom	n.征候;症状
bicycle	n.自行车v.骑自行车
homestead	n.公地;家宅v.定居下来
youngster	n.小孩;小伙子
compulsion	n.强迫;强制
sensuous	adj.给感官以快感的
sluggish	adj.不好动的;慢慢的
infirmity	n.薄弱;疾病
observant	adj.当心的n.观察者
raven	adj.乌油油的n.渡鸦;乌鸦座v.攫取;贪求
precedence	n.居前;优先
lure	n.吸引力;诱饵v.吸引
precept	n.格言;规诫
winter	n.冬;寒冷天气v.过冬
droll	adj.古怪有趣的n.滑稽短剧v.开玩笑
bewilder	v.使迷惑;使迷路
tatter	n.破布条;破衣服v.被穿破
oz	n.盎司
outlaw	n.歹徒v.将...放逐
priceless	adj.贵重的
tar	n.焦油;水手;沥青v.玷污;怂恿
team	n.队;一组马v.结成一队
engineer	n.工程师;机工v.设计
spiral	adj.螺线的;螺旋的n.螺线;螺旋v.螺旋形行进
wayside	n.路边
midway	adj.中途的adv.中途n.娱乐场;中途
undertone	n.淡色;低音
lull	n.暂停v.使安静;平息
hypocrite	adj.伪善的n.伪善群;虚伪的人
aperture	n.孔;孔径
stratagem	n.策略
expulsion	n.呼出;驱逐
commentary	n.评论;实况报道
gall	n.瘿v.擦痛;咬住
refresh	v.补充给养;吃点心
camera	n.暗箱;照相机
ripple	n.波纹;涟漪v.呈波状;梳;飘动
apologize	v.道歉;辩解
chuckle	n.咕咕叫;轻笑v.暗笑;狂喜
basement	n.地下室;墙根
lyre	n.里拉
ponder	v.衡量;回想
spire	n.螺旋;尖塔v.给...装尖塔;发芽
pound	n.磅;镑v.捣碎;剧跳
tributary	adj.辅助的;进贡的n.进贡国;支流
locomotive	adj.机车的;运动的n.机车;腿
celebrity	n.名人;名声
insurgent	adj.起义的;汹涌的n.反抗者;起义者
quid	n.一镑;钱
accost	n.搭讪v.勾搭
ballot	n.投票表决;投票权v.抽签选拔;投票
lick	n.舔;一击v.舔;揍
discover	v.发现;显露
accomplice	n.共犯;同伙
hilt	n.柄;把
pedestal	n.基础;支座
cant	adj.呈倾斜的;活泼的n.黑话;倾斜v.讲黑话;倾斜
potential	adj.潜在的;势的n.潜力;潜在性
memoir	n.传;回忆录
dancer	n.跳舞者;舞蹈演员
balm	n.安慰;香膏;香油
eligible	adj.合适的n.合格者
conceit	n.幻想;自负v.夸赞;理解
migration	n.迁移;移动
kitten	n.小猫v.产;产小猫
loop	n.环路;圈v.把...打成环;打环
slang	n.行话;俚语v.欺骗;辱骂
laborer	n.辅助工
prosecute	v.从事;起诉
licence	n.许可;证书
unfold	v.开展;展开
totter	n.收旧货的人v.摇晃;蹒跚
relinquish	v.放弃;交出
repeal	n.撤销;召回v.撤销;放弃
bye	adv.再见n.轮空;余穴
ego	n.自我;自我中心
mercantile	adj.商人的
notably	adv.值得注意地
jet	n.喷嘴;煤玉v.喷出;喷射
violate	v.侵犯;违反
tennis	n.网球运动
addict	n.入迷的人;有瘾的人v.使沉溺;使成瘾
kid	n.小孩;欺骗v.产;产羔
windy	adj.当风的;有风的
survival	n.幸存;幸存者
masonry	n.石工;石工技艺
agree	v.承认;表示同意
board	n.板;纸板v.使搭伙;搭伙
tug	n.奋斗;竞争v.奋斗;竞争
freeze	n.冰冻期;冻结v.冷冻;冻结
matrimony	n.婚礼;觅对
labyrinth	n.错综复杂;迷宫
triumphal	adj.胜利的
outcast	adj.被丢弃的;被抛弃的n.流浪者
weave	n.织法;织物v.编排;织
deputation	n.代表团;任命
intact	adj.完整无缺的
inanimate	adj.无生命的;无生气的
incumbent	adj.现任的n.教区牧师;现任者
tack	n.系;东西v.连接;改弦易辙
terra	n.地球;土
apathy	n.无感情;无兴趣
hatchet	n.短柄小斧;轻便斧
daytime	n.白天
organize	v.组织;组织工会
artifice	n.奸计;狡诈
surpass	v.超过
mask	n.面具;罩v.伪装;掩饰
presumably	adv.据推测
drought	n.长期干旱;干旱
parrot	adj.鹦鹉的n.学舌者;鹦鹉v.鹦鹉学舌般地重复
collector	n.收集者
convoy	n.护航舰队;护航v.护航;为...引路
incidental	adj.附带的;易发生的n.附带事件;杂项
jovial	adj.木星的;朱庇特的;风趣的
spine	n.骨气;脊柱
chord	n.索;弦;和弦
bleed	v.抽干;出血
echo	n.回声;重复v.反射;重复
napkin	n.餐巾;尿布
fry	n.炒杂碎;鱼苗v.油煎;激动
dessert	n.水果;甜食
keel	n.龙骨;平底船v.把...翻转;冷却
focus	n.焦点;焦距v.集中;聚焦
arc	n.电弧;弧v.形成电弧
detection	n.察觉;检波
nocturnal	adj.夜的
smash	adj.轰动一时的adv.以哗啦一响n.猛击;钱v.打碎;压扁
facilitate	v.帮助;促进
porcelain	n.瓷;一件瓷器
lusty	adj.丰盛的;贪欲的
surly	adj.傲慢的;阴沉的adv.傲慢地
forgetful	adj.不经心的;健忘的
check	n.停止;制服v.核对;击退
arid	adj.不毛的;干旱的
attend	v.出席;侍候
frequency	n.次数;频繁
loom	n.织机;织造v.隐约地出现
plume	n.羽毛;羽饰v.使有羽毛
chagrin	n.懊恼v.使懊恼
mouthful	n.满口;确切的话
admittance	n.导纳;通道
wake	n.守候;守夜v.唤醒;醒
hose	n.长统袜;软管v.拍...马屁;痛打
overflow	n.泛滥;溢出v.淹没;泛滥
absent	adj.不在场的;缺乏的v.使缺席
discredit	n.信用的丧失v.不信
stitch	n.缝法;一针v.缝;联接
vie	v.竞争;押赌注
directory	n.董事会;指南
revolt	n.反抗;反叛v.反抗;反叛
loin	v.腰部
legion	adj.众多的n.军团;众多
hog	n.猪v.拱起;修剪
separate	adj.不同的;分开的v.分割;分隔
ascribe	v.把...归属;把...归因
politic	adj.精明的;明智的
stab	n.刺;猛的一击v.刺;刺伤
chop	n.砍击;杀死v.砍;剁
password	n.进入手段;口令
decorum	n.礼节;正派得体
stark	adj.僵直的;严格的adv.明显地;完全
vestibule	n.门厅;前庭
regal	adj.国王的;庄严的
watchman	n.看守人;巡夜人
hemisphere	n.半球;半球地图
load	n.负荷;思想负担v.装;装货
heat	n.热;体温v.使热;变热
abhorrence	n.厌恶
counsellor	n.参赞;顾问
animosity	n.仇恨
depress	v.按下;使抑郁
coup	n.棒击;一击;策略;政变v.打翻;倒空
perforce	adv.必须;强行地
dedication	n.奉献;献身
outward	adj.外表的;外面的adv.出海;向外
uncanny	adj.超人的;奇怪的;神妙的
shroud	n.裹尸布;遮蔽幕v.覆盖;掩护
moth	n.蛾;蛾害
thinker	n.思考者;心智
ravage	n.大破坏v.使荒芜;毁灭
fraught	adj.充满的;满载的n.重载v.装货于
budget	n.包;批v.规划;编预算
pour	v.倒;倾泻
rigorous	adj.精确的;严格的;彻底的
strategy	n.策略;战略
uphold	v.举起;维护
quartz	n.石英
chord	n.索;弦;和弦
civic	adj.城市的;公民的
halve	v.把...减半;对半分
atone	v.赎;和解;弥补
atlas	n.地图册;寰椎
languor	n.柔情;无兴趣
earthen	adj.泥土做的;现世的
expectant	adj.怀孕的;期待的n.期待者
obnoxious	adj.有害的;讨厌的
twig	n.细枝;小支v.懂得;看出
paramount	adj.至高无上的n.最高统治者
aim	n.瞄准;目的v.制导;打算
portal	adj.肝门的;门静脉的n.门;门架
sable	adj.黑暗的;深褐色的n.石貂;紫貂
expiration	n.呼出;满期
consort	n.伙伴;僚舰v.陪伴;娶
hook	n.钩;陷阱v.钓;钩
insert	n.插入物;插页v.插;插入
listless	adj.倦怠的
furtive	adj.偷来的
pollen	n.粉面;花粉
meditate	v.打算;思考
scissors	n.剪刀;交叉
reef	n.礁;矿脉v.把...收拢;缩
parsley	n.皱叶欧芹
sign	n.标志;符号v.签;写下
nimble	adj.聪明的;灵活的
stag	adj.限于男子的adv.无异性陪伴地n.成年牡鹿;幼马v.告发;截短
flexible	adj.柔韧的;柔顺的
accomplish	v.达到;实现
slab	adj.半流体的n.厚板;厚板状物v.使成原板;用板料铺
voter	n.投票人
promenade	n.散步;舞会v.使行进;散步
switch	n.长假发;一击v.鞭打;挥动
aspiration	n.发送气音;热望;抱负
defile	n.隘路;纵列行进v.败坏;弄脏
windward	adj.向风的n.向风面
towel	n.毛巾v.打;用毛巾擦
abound	v.充足;富足
disorderly	adj.杂乱的adv.杂乱地
suspicious	adj.猜疑的
oration	n.演说;引语
decade	n.十;十年
king	n.大王;君主
inflexible	adj.不可弯曲的
multiple	adj.多个的;许多的n.倍数;并联
cripple	adj.用坏了的;跛的n.跛子v.使跛;损坏
loaves	n.loaf的复数
bourgeois	adj.中产阶级的n.中产者
debate	n.辩论;辩论会v.辩论;考虑
primeval	adj.原始的
bandage	n.绷带;带子v.用绷带扎缚
penal	adj.有关处罚的
tidy	adj.爱整洁的;整洁的v.使整洁;整理
abstract	n.抽象概念;摘要v.提取;作摘要
blast	n.吹奏;鼓风;疾风v.炸;开枪
pervert	n.背教者v.歪曲;误用
patrol	n.巡逻;巡逻兵v.巡查;巡逻
hallow	v.使成为神圣
test	n.化验;试验v.化验;考验
hack	adj.陈腐的;受雇的n.砍痕;劈v.耙;劈
teaspoon	n.茶匙
scrap	n.片断;少量v.报废;废弃
glacier	n.冰川
safeguard	n.保护;保险装置v.保护;护卫
clap	n.拍;拍手v.拍;拍手
vagabond	adj.懒惰的;流浪的n.懒汉;流浪者v.流浪
emigration	n.移居外国;移民
purport	n.目的;意义v.声称;意欲
chaff	n.废物;谷壳v.取笑;打趣
follower	n.随从;追随者
maple	n.槭木;槭树
rake	n.耙;倾伏v.耙;搔
lurid	adj.苍白的;火红的
moat	n.护城河;深沟v.以护城河围绕
portico	n.门廊
impair	v.损害;削弱
vanish	v.使不见;变为零
marrow	n.精华;髓
sun	n.恒星;日光v.晒;晒太阳
halfway	adj.不彻底的;中途的adv.到一半;几乎
invariable	adj.不变的;常数的n.常数
tenure	n.保有;占有
sheath	n.鞘
memorandum	n.备忘录
absorb	v.把...并入;吸收
cone	n.圆锥体;孢子叶球v.使成锥形;结球果
prediction	n.预言
pew	n.会众;座位
plane	n.平面;镘v.飞行;刨
educate	v.教育
betimes	adv.不久;早
unbearable	adj.难以忍受的
enquiry	n.调查;询问
latch	n.碰锁;闩v.得到;理解
symmetry	n.对称;匀称
untimely	adj.不适时的;过早的adv.不合时宜地
domination	n.支配;宗主权
bother	n.烦恼;努力v.打扰;迷惑
corral	n.车阵;人肉庄
upside	n.上侧;上面
uneven	adj.不公平的;不平衡的
parental	adj.父亲的;父本的
incoherent	adj.不连贯的
priest	n.祭司;司铎
sacrament	n.圣餐;圣事
chronicle	n.编年史v.记录
elevator	n.电梯;起重机
lateral	adj.边音的;横的n.边音;走向平巷
defendant	adj.防御的;作辩护的n.被告
expert	adj.熟练的n.特等射手;专家
mosque	n.清真寺
postpone	v.延迟;延缓发作
glade	n.冰窟窿;沼泽地
exhaust	n.废气;排出v.用完;排出气体
loath	adj.不愿意的
penitence	n.悔罪
oblong	adj.长方形的n.长方形
saddle	n.鞍;鞍形山v.给...装鞍;强加
highway	n.公路;捷径
shipwreck	n.毁灭;失事船v.使毁灭;船舶失事
sprinkle	n.洒;少量v.喷湿;洒
chess	n.国际象棋
nucleus	n.核;起点
disperse	v.分散;消散
toll	n.敲钟;钟声;交通费v.发出;敲
pitiable	adj.可鄙的;可怜的
casket	n.首饰盒v.将...装在盒内
cherry	n.樱桃;樱桃红
starboard	adj.右舷的n.右舷v.向右转
poignant	adj.尖刻的;强烈的
supple	adj.易弯曲的v.使柔软;变柔软
drunkard	n.酒鬼
usage	n.使用;习惯
afoot	adj.活动着;徒步adv.活动着;徒步
mercenary	adj.以金钱为目的的n.以金钱为目的的人
naturalist	n.博物学家
widespread	adj.分布广的;普遍的
stumble	n.绊脚;失足v.使绊脚;绊脚
blunt	adj.迟钝的;钝的v.使钝;变钝
evade	v.回避;逃脱
peach	adj.桃色的n.桃花;桃树v.告发;告密
sonorous	adj.响亮的;作响的
conjure	v.变魔术;施魔法
truck	n.交易;商品v.叫卖;打交道
sultry	adj.急躁的;闷热的
finery	n.优美;精炼炉
tow	n.拖;绳v.拖;拖行
debtor	n.借方;罪人
scalp	n.鲸头;头皮v.筛选;剥取头皮
surpass	v.超过
terrify	v.使害怕
diction	n.措辞;发音
sulky	adj.懒散的;生气的n.两轮车辆
mustard	n.芥菜;芥末
percent	n.百分比;百分之一
tyrannical	adj.暴君的;暴君似的
stupor	n.昏迷;麻痹
beetle	n.甲虫;大槌v.飞走;捶
grub	n.食物;蛴螬v.翻掘;苦干
impersonal	adj.非个人的
upturn	n.好转;上升v.使翻转;使混乱
solicitor	n.请求者;推销员
penniless	adj.一文不名的
wireless	adj.无线的;无线电的n.无线电;无线电报v.打无线电报
enlighten	v.启发;照耀
incapacity	n.无能力
quench	v.扑灭;消除
auction	n.叫牌;拍卖v.叫牌
bunk	n.床铺;垫木v.合住;睡觉
bomb	n.炸弹v.大胜;轰炸
babe	n.宝贝儿;婴儿
flatten	v.击倒;变平
route	n.路;途径v.为...安排路线
mattress	n.柴排;气垫
ditto	adv.如上所述n.副本;同上v.复制;重复
ape	n.猴;模仿者v.模仿
critical	adj.批评的
pie	n.财富;派;馅饼
showy	adj.炫耀的
subsist	v.成立;存在
blink	n.闪光;一瞥v.眨;闪亮
hip	adj.时髦派的n.基节;臀v.使知悉;使沮丧
rust	adj.铁锈色的n.铁锈色;锈v.发锈;生锈
cubic	adj.立方形的
noun	n.名词;名词词性
chuck	n.轻击;扔v.放弃;扔
tawny	adj.黄褐色的n.黄褐色
sterile	adj.不生育的;消过毒的
sew	v.缝;缝制
chemist	n.化学家;药剂师
lounge	n.起居室;休息厅v.闹逛;倚
schoolboy	n.男生
occupant	n.占用者;占有人
turban	n.包头巾;女用头巾
fickle	adj.易变的
onset	n.攻击;开始
magnet	n.磁体
suck	n.吸;吸食v.吸;吸食
unearthly	adj.非世俗的;奇异的
bankrupt	adj.破产的n.破产者v.使枯竭;使破产
dive	n.扑;跳水v.探究;扑去
receptacle	n.插座;花托;容器
adultery	n.通奸
warm	adj.感到热的;温暖的v.取暖;同情
rank	adj.极度肥沃的n.排;行列v.把...分等;级别高于
carcass	n.架子;尸体
transit	n.通过;通路v.经过;运送
brush	n.刷;刷状物v.刷;推
motley	adj.混杂的;杂色的n.丑角;杂色呢
clown	n.乡下人;小丑v.扮小丑
surmise	n.猜疑;推测v.推测
wily	adj.狡猾的
husky	adj.壳的;庞大的n.身材高大而强壮的人
