#word,meaning,option1,option2,option3
低估,underestimate,reasoning,to estimate,unexpectedly
富矿带,bonanza,readily,grapevine,persist
使复活,revive,revise,reside,crevice
过量,excess,recess,excel,except
造成,generate,enervate,venerate,general
躲避,avoid,aloud,avid,avow
物种,strain,sprain,trail,restrain
有洞察力,perceptive,receptive,perception,perceive
（使）扩大,distend,dissent,distant,listen
壁画,mural,morale,medal,rural
脱水,dehydration,appreciate,foment,soak
全无,devoid,surplus,deficit,deficiency
定居,colonize,colonial,colonist,lodging
隔音,soundproof,be separated by ,approach,differ
研磨,abrasive,abusive,abrasion,to scoop
意识,awareness,to know,clearly understood,to know well
翼展,wingspan,shroud,be straight and stiff,shrink
无人居住,uninhabited,cannibal,buyer,dagger
星的,stellar,teller,seller,cellar
照射,irradiate,radiate,lightning,lighten
尊崇,revere,recede,reverie,severe
轨道,orbital,rules,custom,conventional
连续,successive,succession,from the beginning of ... up to ...,often
（诗）节,stanza,printable,subvert,rig
偶发,sporadically,simply  not,probably,definitely
手术室,surgery,surety,sorcery,survey
实际,practical,tactical,practice,unavoidable
学会,institute,constitute,destitute,an association
法令,ordinance,ordnance,reach a conclusion,order or command
曲折,tortuous,virtuous,vertical,parallel
队,band,ban,and,base
阶层,hierarchy,speaker ,section,vacancy
创新,innovative,newborn,restore,transfer
水滴,drip,crib,drop,arid
劝告,counsel,consul,course,council
蛤,clam,plan,plum,clash
大手帕,bandanna,setback,lack,Pope
宠爱,spoil,sprig,spool,toil
罐,pot,clot,ox,path
决定因素,determinant,foremost,uneconomic,silicon
定约人,contractor,contract,contralto,contractor
火车头,locomotive,locomotion,bicycle,compact car
放纵,abandon,to ingratiate oneself,despite,to cheat
影射,allude,allure,aloud,allege
玷污,tarnish,starfish,parish,garnish
殖民,colonial,colossal,colonist,colonize
会计学,accounting,virology ,botany,geometry
长出,outgrowth,outgrow,emerge prominently,include
臼,mortar,mortal,portal,aorta
镇压,suppress,oppress,banish,to break the law
复杂,intricate,intimate,extricate,indicate
羊毛,wool,pool,boom,nook
表面上,seemingly,following,ordinary,close
不变,invariably,stand,manage  with difficulty,be in a definite place
使入迷,mesmerize,mesmerism,memorize,to puzzle
措施,measures,neutral,point of view,military strategy and tactics
证明…为真,authenticate,billboard,toll,ecstatic
单色,monochromatic,complementary color,black,green
亲切,conversant,acquaintance,indispensable,unnecessary
有资格的,entitled,bawdy,croak,roam
汽车,automotive,automobile,bus,garbage truck 
随后,subsequent,fequently,while ,just recently
薄片,flake,fluke,fake,lake
日出,sunrise,surprise,surmise,discharge
蛋黄,yolk,metal,oval shaped,egg
许诺,commitment,conference,to decline ,rebuff
假装,affect,effect,abject,aspect
朴素,homespun,treat something lightly,serious,fawn on
自夸,boast,blast,cost,mast
流行,popularity,popularize,hereditary,joint
末端,extremity,extremist,popular,right 
地势,terrain,murrain,train,pertain
白热,glowing,moonlight,hotline ,fluorescence
绦虫,tapeworm,gecko,ground beetle,snail
崇高,exalted,improper,just and fair,honest
令人震惊,jolting,gnash,printout,lose
把…包住,envelop,envelope,develop,reimburse
猛涨,skyrocket,to cut over,to expand,prolong
准许进入,admit,adroit,admire,amity
灯罩,lampshade,searchlight,beacon,desk lamp
纺织品,textile,fertile,reptile,exile
旋风,tornado,torpedo,hurricane,head wind
引起或可能引起争论的,controversial,misuse,prod,thickness
侦探,detective,defective,selective,detection
假的,fake,gaze,face,fine
方法,medium,helium,tedium,modicum
使不动,immobilize,prone,equestrian,despair
结合,unity,unit,union,laity
实施,execute,execrate,executive,executor
有同情心,sympathetic,chasten,chute,bath
渗透,saturated,communication,adjoin,traffic jam
真空,vacuum,vacuous,vacuum,berth
隐匿,secrete,serene,decree,secret
疫苗,vaccine,dissect,vaccine,operation
荒谬,absurd,assure,aboard,abjure
位置,location,vocation,avocation,locution
随意,whim,whom,him,whip
剥夺,deprive,deprave,deride,derive
把…强加于,impose,dispose,implore,expose
道歉,apology,biology,analogy,geology
寒冷,chilly,chill,hill,hilly
（生物）囊,sac,suggestive,homesick,undertake
分泌素,secretin,envelop,oversight,catalogue
距离,distance,distaste,distant,instance
门徒,disciple,a qualified worker,Ph.D.,teaching assistant
建筑师,architect,researcher,pharmacist,technician
心引力,gravitational,energy,force,vigor of style in litery composition
领悟,comprehend,to mistake,acquaintance,chew
大腿,thigh,high,twig,tough
牧场,pasture,assure,capture,posture
从事,pursue,purse,parse,nurse
改变,alter,actor,elder,falter
营养学,dietetics,research,military science,engineering
扩大,amplification,pull back,release,reorganize
神经传递素,neurotransmitter,oppose,scattered,navigate
优良,excellent,excellency,clever,be worth reading a hundred times
口水,saliva,saline,alive,salvo
人工孵化的鱼苗或小鸟,hatchling,always,fortify,virtuoso
舞台背景,backdrop,illness,starboard,coddle
角色,role,hole,rose,roll
激励,stimulate,simulate,stipulate,stimulant
踌躇,scruple,scrape,crumple,couple
有意识的,conscious,defect,yeoman,cox
青少年,adolescent,paternal grandmother,minor,baby
节奏,rhythm,dust,low key,vowel rhyme
（使）闪烁,spangle,jangle,mangle,tangle
推迟,postpone,postcode,with a wavy motion ,to speed up
热情,zeal,medal,gear,deal
摄氏（温度）的,centigrade,spectator,depravity,coma
眼光敏锐,discerning,woodpecker,amoral,quinine
白话,colloquialism,the daily life of a family,murmur,cap
获得,acquire,acquit,inquire,quire
生还者,survivor,surveyor,survival,survive
论文,article,artiste,particle,auricle
使窒息,smother,mother,other,slither
轮廓,configuration,real situation,dignified and serence,antecedents
消除,counteract,contract,extinguish,brush
确认,validate,validity,invalidate,attack
银器匠,silversmith,meditate,slur,dissent
变换,conversion,inversion,confession,convention
褐色（的）,brown,drown,crown,browse
庄严,grandeur,gander,fluffy,many
庄严,solemn,column,spleen,sole
课税过重,overtaxed,propose,trillion,madame
凿子,chisel,chill,chide,chime
肿块,bump,dump,puma,lump
俗人,layman,madman,barman,cabman
使极化,polarize,miraculous,yeah,publish
漏的,leaky,leek,leak,easy
谋反,rebel,refuel,ravel,level
彻底,sweeping,trifling,sharply ,general
使分离,divorce,diverge,diverse,species
给予,render,fender,reader,gender
码尺,yardstick,maxim,object,ingredient
乌托邦式,utopian,associate,use one's head,thanksgiving
缩短,contraction,stem,to spread,shrink
彩虹,rainbow,frost,stratus ,smoke
债务人,debtor,deter,debar,vector
电动扶梯,escalator,excavator,escalate,recite
潮流,tide,tie,bide,live
霓虹灯,neon,traffic signal,concave mirror,mirror
录音室,studio,studious,stucco,stud
数学,mathematics,research,architectural,linguistics
流木,driftwood,copyright,buckwheat,puss
洞,cavity,levity,cavil,comity
职业,vocational,vocation,nuclear engineering,undertaking
用香薰,fumigate,perversion,append,ancient
剩余,remaining,differ,deficit,sufficient
悲惨,tragedy,public security,solemn,happiness
怀疑,skeptical,sceptical,half-believe, half-doubt,firm belief
船只失事,shipwreck,earthquake,plant disease,disaster caused by hail
使人困惑,perplexing,smirk,cremate,adept
喇叭手,trumpeter,veteran,veteran,guard
互相作用,interact,interject,internet,interest
脉管,vessel,easel,lessen,lessee
牺牲者,prey,pretty,hey,pry
富于想象力的,imaginative,loch,minibus,support
推测起来,presumably,presumable,there is no one,could it be
预备,preliminary,remodel,to format,to manage
可理解的,comprehensible,thicket,fertile,raven
收缩,shrinkage,to grow in number,release,prolong
器械,device,devote,deduce,demise
感激,grateful,graceful,hateful,ungrateful
家族,clan,Tibetan nationality,Turkic ,heresy
可溶,soluble,voluble,double,insoluble
可辨认的,identifiable,builder,canter,impotent
陈旧,dated,originality,ancient,damp
经雕琢的宝石,gemstone,readable,joist,wool
强有力的,potent,portent,protect,rodent
适合,adaptive,compatible,symmetry,suit
多样化的,diversified,noway,fantasy,company
规定,stipulation,to affirm,execute ,arbitration
动机,motivation,idea,idea,local flavor
日落,sunset,russet,onset,sense
铸铁,cast-iron,magnet,stainless steel,white iron
灵敏,sensitive,sensitize,incapable,omnipotent
连续统一体,continuum,equivalent,skullcap,icebound
讽刺文学,satire,satin,nature,attire
防护,defend,emend,depend,define
首要必备,prerequisite,vocalist,pep,asset
缺口,gap,cup,gall,gad
多产,prolific,politic,commence,start building
探矿,prospecting,take readings,to detect,telemetry
竞争者,contender,erosion,erupt,transform
舞蹈术的,choreographic,probity,bewilder,amend
月的,lunar,liner,liar,lunacy
可依赖的,responsible,gangway,knell,extinguish
口头传说,lore,lone,life,lode
脑,brain,grain,brawn,brand
有力,vigorous,rigorous,timorous,great
衰退,decline,incline,recline,beeline
代表…,behalf,befall,half,behold
实验,trial,trim,triple,tread
航行器,aircraft,drill,France,scamper
盘子,plate,place,plane,blaze
令人讨厌的人或物,pest,lust,pint,jest
水晶,crystal,coastal,mercury,crystal
家庭教师,tutor,motor,author,actor
水母,jellyfish,dragonfly,shellfish,cockroach
袋,sack,rick,jack,back
总督,governor,govern,luggage,premier
转移,divert,livery,revert,diver
碟,tray,try,fray,trap
逆时针的（地）,counterclockwise,marginal,kinship,affinity
嫁,wed,week,pea,weld
谴责,accusation,occupation,accusative,revelation
激怒,enrage,engrave,mirage,enlarge
垂直,vertical,languish,meager,wind
（博物馆等）馆长,curator,teem,revolver,century
微生物,microorganism,furnish and decorate ,house pet,animal
瞬间,instantaneous,eternal,ice-cold,provisional
草料,forage,foliage,voyage,force
生手,novice,notice,device,movie
（音乐）拍子,beat,eat,beet,ream
可得到的,accessible,rebuke,yen,spacious
运动,motion,action,emotion,potion
能把猎物找回来的猎狗的一种,retriever,overrule,stank,headword
抄本,transcript,transcribe,new book,originally
忍受,stand,strand,stink,stone
通讯,communication,feature article,chronicle,record
大厅,lobby,tubby,booby,hobby
圆筒,cylinder,cinder,colander,calender
消费者,consumer,consume,conjurer,consider
兵工厂,arsenal,arena,factories and mines,arsenal
成功,prosperous,prospectus,be routed,be defeated
旋转,spinning,inning,rock,move
推测,conjectural,to discover,to feel,reckon
强迫,compel,complex,comely,come
使降级,degrade,decade,deride,deprave
夸大,exaggerate,exasperate,flaunt,verify
同…矛盾,contradict,contract,optimistic,marsh
无限,boundless,to share,at most,in spite of
剪刀,scissors,knife,broad axe,hatchet
有判断力,judicious,ludicrous,audacious,joke
计算,compute,compose,compere,compete
共谋,complicity,simplicity,complicate,complexity
（剧团等）常备剧目,repertoire,comedy,tragedy,TV drama program
吸引人的,attractive,attraction,wooden,earnings
无私,disinterested,rectify,wrong,uncorrupted
可怕,terribly,fascinating,touching,hateful
多刺,spiny,architect,organism,banisters
使人愤怒,annoying,suitcase,apostrophe,desolate
饰带,lace,flake,ease,hate
有益于,benefit,befit,harmful,to control
热力学,thermodynamics,statistics,linguistics,medicine
品味,taste,tame,last,haste
批准,ratify,ramify,rarity,gratify
清楚,plainly,to know,to remember,proficient
单调乏味,tedious,studious,serious,tenuous
乐队指挥,bandmaster,mayoralty,polygamy,component
精力,vigor,financial resources,vision,manpower
副业,avocational,the world of business,telecommunications,project
顽固,stubborn,omnipotent,spoil,to have good eyes
活机论,vitalism,brand,daunt,flint
木材,timber,timer,climber,time
清漆,varnish,garnish,vanish,furnish
依靠,reliant,radiant,relevant,valiant
使人振奋,inspiring,excited,before a verb] handle, deal with,obstruct
小心,discreet,discredit,discrete,indiscreet
犯（错误）,commit,comment,cosmic,comsat
补偿,compensate,appreciate,natural selection,addendum
扼杀,stifle,style,staple,stole
背部,dorsal,portal,mortal,morsel
横贯大陆,transcontinental,breakwater,hard,clement
引用,cite,grade,comment,introduction
厌恶,aversion,aspersion,version,diversion
繁荣,prosperity,posterity,property,decline 
演艺人员,entertainer,flick,correct,algorithm
完全,absolute,obsolete,absolve,resolute
抑制,constrain,contain,constraint,insuperable
使符合标准,standardize,collective,finale,affix
假定,supposition,only,in addition to this,otherwise
原谅,excuse,excise,exude,exclude
改革,reform,deform,before,refer
存在,subsist,submit,subside,subsidy
陆,terrestrial,veterinary,wrench,unfair
武器,arms,biological weapon ,whip,chemical weapon
单桅帆船,sloop,seasick,snaky,pidgin
生态学者,ecologist,mahogany,spoilsport,actress
手术后的,postoperative,globe,wretch,lawn
奇异,bizarre,be attached to one's native land and unwilling to leave it,to puzzle,not be fond of certain food
协作,concurrent,be faced with,fully displaying one's capabilities,to issue
（问题等的）方面,facet,valet,face,race
软木材,softwood,inside,romp,uneducated
合格,eligible,negligible,legible,particular
营养学家,dietitian,desiccate,awake,accusation
光秃,bald,pal,ball,bad
可证明为正确的,warrantable,favor,admirable,radiate
存活率,survivability,rate of exchange,incidence of a disease,efficiency
采伐林木,lumbering,blarney,inject,bumpy
便利,convenience,insuperable,to exceed,harmful
坏名声,disrepute,dispute,downward,bps
不再活跃,extinct,extract,extent,extant
制裁,sanction,suction,sanctity,junction
预见,foresee,forever,forester,forest
沮丧,dismay,dismal,display,mislay
着陆,landing,to face about,have a chance encounter,turn round
移置,displacement,swop,speed change,to change ones name
筹措资金,financing,stank,earthly,acrobat
人文主义,humanistic,agnosticism,nationalism,talent and learning
家系,ancestry,ancestor,network,film series
误解,misconception,beconme excited,adore,do not understand a certain thing
淀粉食物,starch,scarce,stitch,start
继续,continuation,to go around,to repeat,to make progress
