#word,meaning,option1,option2,option3
rekindle,重新点燃,春天,集会场所,社团
dock,扣除...的一部分工资,人行道,游行者,车轮
insanity,疯狂,不仁,狂热,堵塞
plaster,灰泥,石灰,沥青,水泥
mislead,误导,唤醒,引导,指导
terse,简洁,柔软,破败,碎片
brace,支撑物,合乎卫生,耐,步幅
malice,恶意,遥感,情感,恶感
compile,编辑,今译,补遗,校正
tailor,裁缝,木匠,泥水匠,园丁
gaggle,鹅群,夫人,每日,支撑物
welsh,赖债不还,当时,改正,都不
avalanche,雪崩,倾倒,打破,撕毁
conquer,以武力征服,说,早熟,满足
stipulate,要求以...为条件,加油,乡村的居民,小圆点
acquainted,对某人认识的,乐事,训练,横过
invertebrate,无脊椎的(动物),结算,屠夫,展现
rewarding,有益,超过,不利,不可逾越
remnant,残余物,给,煤油,活着
neurotic,神经病患者,粗,令人不快,精巧
urbane,温文尔雅,粗暴,尊重,热忱
gestate,怀孕,病倒,犯病,癃
intrude,强行引入,可怕,三,所有物
deviant,越出常规,阻止,健壮,从事
motivate,促使,致死,使得,挑起
radiant,辐射,反射,发光,折射
forfeit,丧失,冰释,休息,失去
adhere,粘着,新式,性别,口哨
dissertation,专题论文,渴望,发生,还
inane,无意义的,乐意,群,叹气
blueprint,方案,地图,备忘录,附件
finicky,苛求,追求,谋求,梦想
malpractice,玩忽职守,违章,失误,画蛇添足
collage,拼贴画,贮藏,底部,四(个
nihilism,民粹主义(消灭一切旧体系建立新制度),需要,受伤,健美
recycle,再应用,描绘,创造(性)的,轻信
grove,小树林,松树,枞树,柳树
elite,精华,宝贝,赘疣,财富
explore,探索,字斟句酌,科研,研究
considerable,可观,深厚,尖锐,入木三分
terminology,术语,名词,叹词,连词
impetuous,冲动,构想,胡思乱想,想象
melon,甜瓜,栗子,寿桃,瓞
parse,对...作语法分析,不利,心灵,完美
infatuated,迷恋(人)的,弹丸,高兴,卑劣
sedative,(药物)镇静的,其实,卫星,皮箱
membrane,细胞膜,碧血,血液,瓣膜
generator,发电机,机械,吊车,电梯
capsize,倾覆,改善,更新,改进
teetotalism,绝对禁酒,具有,药粉,另一次
snuggle,挨近,交界,堵截,堵车
nicotine,尼古丁,毒品,白砒,纸烟
cape,海角,孙女,网球运动,隐瞒
allergic,过敏的,困惑,关闭,非常
emerge,出现,层出不穷,表现,重现
embellish,装饰,装置,克隆,放置
distraught,心神狂乱,惊奇,较次,交通(量)
repossess,取回,性骚扰,扰乱,击败
clinical,临床,版刻,素描,雕塑
miscellany,混合物,介质,原生质,金属
skirt,环绕,包围,混杂,相隔
psychopathic,患精神病,点,平稳,小气自私
maintenance,维持,陷落,支撑,位于
segment,部分,大多数,个别,旺盛
aesthete,审美家,承受,眼(睛),使高兴
stanch,制止(血液),停滞,熄灭,停火
even-tempered,性情平和,错的,信,欠…的钱
emend,订正,绘画,修订,删除
participant,参与者,伴侣,比邻,一行
impalpable,无法触及,电子学,厚的,交通(量)
choir,(教堂的)歌唱队,兴奋,十五分钟,外表
convivial,欢乐,欢腾,不亦乐乎,叩头
reinforce,加强力量,安抚,慰问,资助
dolt,傻瓜,宝贝,废物,典型
nucleus,(原子)核,给…深刻印象,自动售货商店,指示
snappy,潇洒,不羁,俨然,活泼
emaciate,使瘦弱,神父,恩惠,特色
gripe,抱怨,向往,抱屈,哀怨
enigmatic,神秘,神奇,不伦不类,肯定
relic,遗物,补给,古物,物品
speculative,推理,类比,布局,集锦
interlace,交错,包围,交叉,传输
incrustation,硬壳,器官,指甲,扁骨
acquiesce,勉强同意,否定,驳斥,抨击
pantheon,万神殿,收集的东西,恭喜,轻轻
mote,微粒,一点,波束,木块
unambiguous,不含糊的,不一致,用,保持
corroboration,支持,保温,处于,沐浴
timid,胆怯,聪明,糊涂,八面玲珑
roost,栖息,住院,迁都,搬家
deportation,驱逐出境,(美)软饼,实际,认为
gnarled,(树木)多节的,失火,政治,检验
communicate,传送信息,接口,连结,联网
puissance,权力,司法权,产权,行为
emit,放射(光、热、味等),信号,十足,诞生
inconsistency,不一致,电扇,荡桨,净重
creditable,值得称赞,信赖,可以,认真
veneer,(镶于劣质东西上的)镶面板,专心,三明治(夹心面包片),使鼓舞
scenery,风景,装饰,古迹,中国式
philanthropist,慈善家,研究者,发明家,鲁迅
bohemian,放荡不羁的(人),(花瓶、茶杯的)衬垫,发行,敲
unnoticed,不引人注意的,屏幕,不幸运的,可靠
gale,一阵(笑声),少校,脱掉,某物
infection,传染,轰动,免疫,引人注意
desertion,离弃,舍命,断送,爱屋及乌
institutionalized,制度化的,(表示惊讶)居然,泄气,一百个
denote,指示意义,鲜艳,不满意的,无忧无虑的
wither,枯萎,结果,口吃,成熟
impending,行将发生,相隔,缠绕,毗连
appealing,吸引人的,想法,障碍,管理
coruscate,闪亮,咆哮,衍射,发亮
stigmatize,污蔑,拍案叫绝,反唇相讥,丑化
flask,烧瓶,高脚杯,盘子,拨号盘
febrile,发烧,咳嗽,伤风,头晕
biography,传记,编年史,寓言,散文
prevaricate,支吾其词,温和,坦率,诚恳
clarity,清楚,记得,熟悉,意识
assiduous,专心,入迷,困惑,安土重迁
ignorant,无知,不识大体,半瓶醋,半路出家
fishery,渔场,磁场,殡仪馆,股市
metallurgy,冶金,灌溉,平的,教友
tolerate,容忍,不以为然,惋惜,约束
plutocracy,财阀统治,论文,付出代价,潜水
brood,一窝幼鸟,购货,关于,男性
cleave,劈开,切片,切,裁剪
mime,哑剧(演员),销售,电视网,有碍健康
mendacious,不真,更多的人(或东西),令人失望的人或事,安慰
blotch,(皮肤上的)红斑点,一大阵,物质,违反
corpuscle,血球,薄膜,生长激素,碧血
exhibitionism,风头主义,海岸,管理,稀奇
cumber,拖累,放弃,埋没,波及
critic,批评者,不定,扼要,啼
infatuation,迷恋,疑惑,迷住,懂事
deactivate,使无效,电影院,较低,认为
glorify,吹捧,趋奉,和好,包庇
frenzy,极度激动的状态,安详,索然,宾至如归
topple,倾覆,恶化,转运,复苏
obedient,服从,违犯,信守,违宪
apoplectic,中风,瘫痪,狂热,发狂
agony,极大痛苦,值,好运,实用性
charisma,魅力,冲力,国力,动力
concussion,脑震荡,禽流感,暗疾,流行病
highlight,最精彩的部分,较低,能量,受伤
deduce,演绎,起草,总结,类比
crumble,弄碎,悲叹,虎,广大
jerk,突然猛拉,设计,西洋人,决定
indifferent,不感兴趣,歧视,顾及,鄙弃
domesticate,驯养,打猎,饲养,培养
juncture,危机关头,债(务),阴沉,呈现...前
baton,警棍,案板,墩子,扁担
semblance,外貌,人才,幻影,病容
stationary,静止,沉重,无情,生动
drizzle,下毛毛雨,航线,令人伤心遗憾的,几乎全部
expunge,删除,绘画,修订,校正
prophet,预言家,魔术师,无产阶级,社会主义者
medley,混杂,传输,交叉,不胫而走
contain,包含,含水,包藏,浸透
sideshow,杂耍,武术,魔术,流星
polymath,知识广博者,请求,指挥者,一眼
torpid,懒散,伪装,疲劳,喘息
apophasis,表面否认要说的话(实际承认),单纯,未能,年度
infringe,违反,违宪,顺从,违例
covetous,贪婪,贞洁,高贵,清廉
canonical,符合规定,备注,说明,文献
conceive,怀孕,抱病,犯病,梦遗
marital,婚姻,遗恨,新闻,当务之急
husky,声音沙哑,男孩子,狂热爱好,(门墙等的)镶板
nonpareil,无匹敌的(人),(使)发脆,目标,集合体
blizzard,暴风雪,雹子,冰晶,冰柱
nag,唠叨,赘述,低语,仗义执言
contest,对...表示怀疑,体系,泥土等),钥匙
rejoinder,回答,解答,标榜,不问
enfranchise,给予选举权,体温,心灵,导游小册子
hotbed,温床,马厩,桃园,庭园
nostalgic,乡愁,忧虑,大发雷霆,赌气
defy,违抗,拍案叫绝,违心,叫好
predisposition,倾向,不以为然,半信半疑,相信
helot,奴隶,社会主义者,改革者,半劳动力
ditch,沟,堤岸,陷阱,矿井
pulpit,讲坛,炮台,坛,尖塔
predetermined,预先决定,乐谱,应用,在下面
larder,食品室,热病,十八个,兑换成现钱
covenant,契约,条约,押韵,厂规
etch,蚀刻,医疗,雕琢,白描
pediatrics,小儿科,反革命,大量,不咎既往
improper,不得体的,宁愿(选择),可以折叠,俯冲
averse,不愿,擅长,愿意,自愿
inspection,检查,评选,民选,竞选
rendition,表演,接生,堕胎,下台
divergence,分歧,世仇,恩怨,不和
factual,真实,十分,实弹,名副其实
brim,盈满,主持,前进,即
evanescent,迅速消失,通宵,一会儿,永久
refinery,提炼厂,厂子,监狱,法庭
ejaculate,突然叫出或说出,办法,多采多姿,成年女子
livid,狂怒,美丽,航行,事务
eddy,漩涡,微波,浪花,波谷
coherence,凝聚,别离,纠集,集聚
synopsis,摘要,手写,留言,键入
sop,安慰品,成绩,修订(改,精神上
duration,持续的时间,掌声,反冲,传阅
void,空的,不足,现存,亏损
demolition,破坏,堕入,滑落,打破
responsive,敏感,胆小,不灵,明白
crochet,用钩针编织,线索,(使)统一,分
continent,自制,制片,酿造,闭门造车
pullet,小母鸡,最喜爱的人或物,帐单,措辞
trunk,大衣箱,一幕,领会,商定
shed,脱落(叶子),项圈,提到,把...专用于
uniform,相同,不约而同,附属,同辈
swindle,诈骗,讹诈,剥削,囤积
entrapment,欺骗,欺瞒,兵不厌诈,任凭
outwit,以机智胜过,植物学,不足,完全
sparing,节俭,密切,断断续续,努力
persist,坚持,感到,公认,主持
dribble,(液体)往下滴,间隔,精神健全,撒(粉末等)
lithe,柔软,冻僵,板结,坚固
nonradioactive,非放射性,我们的(所有物),吸收(取),常见
reckless,轻率,郑重,仔细,耐烦
parquet,镶木地板,例证,调查者,野生动物
blight,使...枯萎,讲课,公斤,卫星(于本文中作形容词用)
calamity,大灾祸,保有,全民,不是
spurn,拒绝,允许,回绝,承诺
nibble,一点点地咬,调羹,航运,修理工作
banality,陈腐,白色,不偏不倚,大公无私
bust,半身(雕)像,公爵,瞬间,柔和
excrete,排泄,便秘,哈欠,便血
bolted,脱离,退役,解脱,从事
serial,连续,时刻,原先,第一
minute,(复数)会议记录,物件,投票,口
pinnacle,尖塔,亭子,动物园,柜台
airtight,密封,管理,管理,经管
shallow,浅薄,愚昧,不可救药,博雅
superlative,最佳,低级,第一流,寻常
shack,简陋的小屋,牌楼,宿舍,纪念馆
indulge,放纵,任凭,迷惑,包庇
infinite,无限,不外,多多,尽量
sterile,贫瘠且无植被的,易碎,校订者,天色
proboscis,(象)长鼻,野蛮,(群众性)运动,法语
limerick,五行打油诗,放射物,设,产品
quiet,安静,焦急,迫切,对得起
traction,拖拉,持久,用功,浪费
curt,(言词、行为)简略而草率的,掘,窘境,使沸腾
mince,切碎,除去…的衣服,丑恶,季
explicit,清楚明确,仪表,和...一起,言论
smuggle,走私,囤积,剥削,晴朗
cramped,狭窄,均衡,平衡,对称性
ken,知识范围,朋友,寒冷,勇气
outset,开始,着手,启动,出发
vicious,残酷,罪恶,毒辣,苛刻
pander,怂恿,戏弄,开玩笑,播弄
scope,范围,妨碍,封锁,鼓舞
comprehensive,全面,整齐,不足为训,具体
natation,游泳,对局,滑冰,交锋
despoil,夺取,谋取,避孕,应得
severe,严格,进步,大方,红色
skimp,节省花费,有希望,遮光物,倾泻
opalescence,(不透明的)乳白光,场地,后面,设计者
prude,过分守礼的人,拨(电话号码),战斗,开始
affected,假装,喘气,喘息,悬
omelet,煎蛋卷,秘密,少年时代(期),醒
astrology,占星学,柜台,收集,平常日
lubricant,润滑剂,丹青,染料,颜色
abscond,潜逃,避嫌,避风,抱头鼠窜
stature,身高,细小,矮小,偌大
pleonastic,罗嗦,拥有,(仪表等的)读数,座
preponderance,优势,败局,现状,秩序
wreak,发泄怒火,回报,腐蚀,破坏
corrugate,(使)起波浪形,出名,不和,不
opinionated,固执己见,眼尖,糊涂,能干
cascade,小瀑布,获得,打扰,针
lackluster,呆滞,温柔,沉重,生动
revolt,造反,推翻,犯不着,是否
potency,能力,移植,核技术,手艺
sleazy,邋遢,眼花缭乱,净化,神经过敏
scrape,刮擦,无足轻重的人物,拉伤,冰山
placate,抚慰,游说,安抚,帮忙
buckle,扣紧,参加,许多,招致(非难
flotsam,(在海上漂浮的)遇难船只的残骸,有(能力、时间、知识等)做某事,往外去的,区
amplify,详述,叙述,记述,声称
harden,变硬,演员,条理,愉快
satirical,讽刺,嘉许,拍案叫绝,丑化
suggestive,暗示,表达,表示,志
compatible,和谐共处,溶化,速冻,冷却
equilibrium,平衡,亏损,多余,足够
trifle,微不足道,画蛇添足,不要紧,不得了
tender,提出(希望对方接受的意见等),使硬起心肠,盆地,婚礼
grimace,做鬼脸,残酷,优胜杯,夏季
presupposition,预先假定,揣测,预期,感到
effervesce,热情洋溢,谦虚,自豪,狂暴
tassel,流苏,香水,珊瑚,花边
colt,小雄驹,实际上,工作情况,费力地前进
overshadow,遮蔽,笼罩,挺,赤足
combat,格斗,打伤,吵闹,说服
subtract,减去,添补,淘汰,裁员
aviary,大鸟笼,秘密,妈咪(儿语),摩天大楼
approximate,大约,毫不,人寿保险,陡然
premonition,预感,感性,酸痛,情感
riveting,非常精彩,论证,呆笨,油煎
checkered,盛衰无常,低劣,束缚,等等
grind,枯燥乏味的工作,话务员,深地,行星
ironclad,坚固,轻微,波澜壮阔,虚弱
waggish,诙谐,可笑,滑稽,健康
modicum,少量,繁杂,总体,对偶
scowl,生气地皱眉,回顾,东张西望,面对面
elongation,延伸,收缩,紧缩,缩短
aggression,敌对的情绪或行为,辩护,迎接,雌禽
receptacle,容器,铁器,加速器,服务器
arachnid,蜘蛛类节支动物,防止,抓住,吸烟
topsoil,表层土,得知,捣毁,宠爱
bawl,大叫,哀鸣,欢呼,鸣叫
germinate,发展,落,后退,振兴
junction,交叉路口,转移呼叫,通晓,电影院
ditty,小曲,催眠曲,歌剧,插曲
makeshift,权宜之计(的),部分,前部,破烂衣服
maelstrom,大漩涡,投下,触,野蛮
deserted,荒芜,旺盛,多数,肥沃
pectoral,胸部,乳头,怀抱,马背
symposium,专题讨论会,(跑道的)一圈,话务员,在旁边
sport,炫耀,冒烟,反射,照亮
fruition,实现,期满,定稿,耽搁
gustatory,味觉,遥感,反感,恶感
entwine,使缠绕,传输,围绕,包围
school,鱼群,松鸡,板鸭,青鱼
outlaw,不法分子,每人,群众,人们
disinclination,不喜欢,重复利用(用过的物资),放,规则
demote,降级,升迁,中式,莫须有
entrenched,风俗等)确立的,原定,额定,务实
scrawl,潦草地写,十五分钟,咽口水,千克
benison,祝福,蜜蜂窝,许多,将来
defame,诽谤,讽刺,狡辩,答辩
placebo,安慰剂,阿米巴,医药,泻药
forbid,不许,自愿,能够,拿手
jolly,欢乐,大快人心,下跪,欢腾
synthesis,综合,推理,研制,类比
equanimity,镇定,抱愧,发誓,不好意思
exceed,超出,胜过,低于,下列
furtively,偷偷摸摸,隐约,可行,机密
subdue,压制,不可逾越,超过,制裁
rotund,(人)圆胖的,供给,相当,饲养员
exertion,努力,无人,不够,说不定
glance,一瞥,设想,有苦味的,每年
fang,(毒蛇的)尖牙,(对生物的)伤害,肩负,收(税等)
appreciable,明显,有效,含糊,合法
plumbing,管道设备,洞窟,棒,滚筒
exert,运用(力量等),财宝,试穿,基本上
four-poster,有四柱的床,计划,引发,优势
fleeting,短暂,暂时,成年,半天
advert,提及,闲话,诉苦,演讲
encipher,译成密码,膳食,航行于(海上),女演员
unidentified,未被认出,英雄行为,由于,薄层
subterranean,下,产生于,海军上校,穿着
carillon,编钟,警笛,梆子,警报
weather,经受住,线,决定于,前进
arbor,树阴处,站台,灯塔,金字塔
guile,欺诈,放任,欺瞒,庇荫
ineluctable,不能逃避,面霜,(常用复数)货物,放
inconsiderate,不体谅别人的,下雨,中心,答应
scurry,急跑,许多,夸奖,失败者
unravel,解开,拆卸,披,上身
precarious,不稳,变态,时态,动态
nullify,取消,豁免,免费,标新立异
retaliate,报复,搭伴,报应,蛊惑
emboss,加浮雕花纹于,外表,意见,两倍
desert,放弃,弃权,埋没,断送
shrewd,判断敏捷,卑怯,不避艰险,糊涂
rapture,狂喜,欢腾,喜欢,大快人心
prosaic,单调,可怜,怪僻,不规则
feeble,虚弱,险峻,兵强马壮,壁垒森严
commentator,评论员,投手,裁判,大夫
nonconformity,不遵从(传统),矿石,每日,掌握
taboo,禁忌,不成文法,流氓罪,司法
whelm,用...覆盖,溢出,奔流,流动
frisk,欢跃,拜倒,喜欢,哀愁
saturnine,忧郁,悲喜交集,烦闷,担忧
rant,咆哮,爆裂,发亮,呜咽
entrench,挖壕沟,球(状物),园艺(学),不多
sediment,沉淀物,原生质,整体,金属
diagonal,对角线,焦点,角,节点
quandary,困惑,惊异,懂事,松弛
inexorable,坚决不变,做,船闸,大量
dermatology,皮肤(病)学,变化,到达,舞台
peninsula,半岛,海岸,海滩,暗滩
waylay,埋伏,避嫌,避难,避风
tenuous,空洞,百思不解,严密,隐晦
servitude,奴役,南面,变法,摄政
woodcut,木刻,临床,素描,调色
downgrade,使...降低,如何,银色,以为
unconventional,不依惯例,多么,秉承,共享
stash,藏匿,避暑,避难,盯住
disingenuous,不坦白的,视频,阴沉,动作
epigram,讽刺短句,例句,句子,形容词
amnesty,大赦,开刀,违法,处决
cowardly,胆小,脆弱,迟钝,大胆
indefinite,模糊,画蛇添足,违禁,出没
desirable,值得要的,疾走,给…注明日期,表达
proficient,熟练,主动,半路出家,消极
strangulation,扼杀,超过,制约,操纵
fordable,可涉水而过的,推论,真心,表皮
rampant,蔓生,随便,不屈不挠,果断
jaunty,愉快,狂喜,哀痛,叩头
flatterer,谄媚者,评价,哪个人,原因
conspectus,概要,口气,摘要,诗意
vent,孔,劝服,竞赛,描绘
philatelist,集邮家,半文盲,郭沫若,工程师
