#word,meaning,option1,option2,option3
低估,underestimate,unexpectedly,to persist,predict
竞争,contest,convent,connect,confess
蔑视,defy,day,very,deify
倾向,predisposition,trust,not grant,to approve
在旁边,alongside,squalor,meditate,effluent
在…上开沟,ditch,bitch,switch,hitch
装饰,ornament,tournament,ornamental,armament
(众人的)注目,spotlight,deathblow,almighty,vehicle
晕倒,faint,flint,foist,flirt
空白,blank,frank,link,blast
广阔的地面,tract,tact,craft,graft
检查,inspection,insertion,infection,injection
事实,factual,circumstances,history,outline
种类,breed,trend,braid,bread
漩涡,eddy,tidy,giddy,daddy
第二期的,secondary,secondly,bicker,mass
摘要,synopsis,to input,put down,dictation
空的,void,aid,loud,toil
破坏,demolition,sink into,crack,slide
敏感,responsive,response,intelligent,slow 
树干,trunk,prune,crank,truck
强调,stress,truss,stream,dress
脱落,shed,ahem,heed,sled
制服,uniform,inform,jacket,cheongsam
坚持,persist,permit,resist,perish
应得,due,doe,dud,dope
原料,stuff,cuff,stiff,scruff
粗心大意,reckless,feckless,trackless,recess
垃圾场,dump,plump,pump,up
灾害,calamity,clarity,capacity,unfortunate
一点点地咬,nibble,gabble,dabble,pebble
使爆裂,bust,just,most,busy
购物中心(或商场),mall,salt,all,male
航海,navigation,aviation,navigator,to navigate
细微,minute,minuet,mince,dilute
尖塔,pinnacle,stage,battery,pavilion
)浅滩,shallow,hallow,allow,shadow
使看得见,visualize,vitalize,to ponder,conceive
礁石,reef,rein,peek,lee
沉迷,indulge,indulgent,induce,waken
无限,infinite,infinity,definite,indefinite
恐怖,terror,to be startled,be attached to one's native land and unwilling to leave it,attain enlightenment
氘,deuterium,atmosphere,gas ,steam
拖拉,traction,reaction,exaction,inaction
直言,explicit,implicit,explicate,elicit
往或在城镇中心区/闹市区(的),downtown,pebble,buffoon,missile
走私,smuggle,snuggle,smudge,struggle
最高音部,treble,trouble,trifle,tremble
开端,outset,sunset,outer,outfit
恶毒,vicious,vicarious,vivacious,vacuous
广泛,comprehensive,equilibrium,uniform,symmetry
严厉,severe,reverie,reverse,sever
费力,laborious,subtle,very difficult ,inferior
虫子,bug,lug,due,guy
占星学,astrology,anthology,astronomy,title
头昏眼花,dizzy,dinky,jazzy,dingy
起义,revolt,report,retort,revert
罪名,charge,chore,charter,large
刮,scrape,crap,scraper,shape
扣紧,buckle,tackle,suckle,bubble
楔,wedge,ledge,hedge,edge
使熟悉,acquaint,quaint,acquit,ware
增大,amplify,simplify,shield,increase in value
兼容,compatible,comparable,suit,unrealistic
平衡,equilibrium,dynamic equilibrium,superfluous,extant
小事,trifle,triple,rifle,trill
脆弱,tender,fender,gender,tether
努力,studious,tedious,spurious,studio
地区,region,rein,legion,regional
(尤指幼儿)摇摇摆摆地走,toddle,secrecy,observe,sledge
竹类,bamboo,taboo,gambol,baboon
外科手术前的,preoperative,brew,nugget,computer
与…战斗,combat,comsat,comb,comma
在…上贴标签,label,lager,lake,libel
肉,flesh,lest,fresh,flash
减去,subtract,supply again,to lay off employees,buy one's ticket after the normal time
大致,approximate,never,sometimes,uninhabited
磨,grind,grand,grant,rind
小说,fiction,faction,unction,diction
电闸,switch,sketch,witch,scotch
听,hearing,ashtray,round basket of bamboo,bin
相等,equal,usual,dual,sexual
溅迸,squirt,squint,squirm,square
表层土,topsoil,diphthong,childish,single
家伙,chap,cap,chary,chat
连接,junction,unction,function,munition
蜘蛛网,web,see,west,win
座谈会,symposium,legislative council,general meeting,seminar
成就,fruition,friction,tuition,fraction
逃犯,outlaw,outlay,outlet,outlast
风俗等)确立的,entrenched,negative,schedule in advance,affirmative
圣经,Bible,nibble,bile,gibe
综合,synthesis,synthetic,synthesize,classification
超过(限度,exceed,expend,extend,excess
出口,export,expert,exhort,deport
粗鲁的人,bear,bag,sear,beer
使屈服,subdue,sundae,subtle,undue
在其它方面,otherwise,overcome,dairy,calcium
可察觉的,appreciable,anxious,gristle,factor
懒惰,idle,ride,idler,bide
发挥,exert,exeunt,exult,revert
短暂,fleeting,quite a while,moment,ice-cold
辛酸,bitter,battery,litter,better
规定饮食,diet,dig,die,quiet
地址,address,duress,dress,actress
路线,line,bite,fine,rice
离开,depart,deport,repast,depot
急跑,scurry,sherry,curry,carry
解开,unravel,gravel,navel,travel
危险,precarious,precocious,precious,gregarious
使无效,nullify,mollify,qualify,jollify
开小差,desert,divert,deserts,revert
特有,peculiar,pecuniary,secular,at will
诡诈,shrewd,shred,shroud,strew
单调,prosaic,mosaic,comical,unusual
传染,infect,inject,infest,insect
微弱,feeble,fable,treble,fumble
否定词,negative,negation,negate,sedative
禁忌,taboo,table,tattoo,tab
使自乘两次,cube,sue,cuff,cure
沉淀物,sediment,regiment,sentiment,segment
垃圾,garbage,garage,gasbag,cabbage
困惑,quandary,be attached to one's native land and unwilling to leave it,fascinate,to be infatuated with
不为所动,inexorable,all sorts of feelings well up in one's heart,conceive,one's desire, enthusiasm or interest is aroused
打算,notion,nation,motion,potion
空想,ideal,idea,steal,heal
半岛,peninsula,peninsular,Asian,Nansha  Islands
多数,majority,maturity,minority,few
草皮,turf,buff,cure,curd
选择,option,optional,caption,opinion
空气动力学,aerodynamics,forward,plumage,exemplify
熟练,proficiency,be unable to tell beans from wheat - have no knowledge of practical matters,make nothing of hardships,childish
响应,respond,despond,rescind,resound
不定,indefinite,infinite,definite,inconstant in love
值得向往,desirable,medicine,escort,boil
熟练,proficient,switch to a job one was not trained for,strive,grand talents mature slowly
蔓生,rampant,radiant,rampage,well-behaved
孔、口,vent,beet,vaunt,lest
相同,identical,subordinate,simultaneously,to be united in action
巡航,cruise,truism,curse,cause
准备,provision,revision,precision,profusion
脚底,sole,stole,dole,doze
咕哝,mutter,potter,utter,stutter
拆除(建筑物等),demolish,devilish,to sweep away,perish
由衷,profound,pronoun,propound,rule
轴心,hub,hug,hay,rut
判断,judgement,judgment,to differentiate,to know what's what
推动,impulse,impute,impose,impulsive
明白,patently,memory,to know well,proficient
忠诚,allegiance,alliance,peace treaty,honest
当...的时候,whilst,whit,thirst,hilt
奉献,dedicate,delicate,deviate,desiccate
使混乱,disrupt,disgust,distrust,precipice
本国语,vernacular,handicap,mordant,cashmere
(使)喜悦,delight,sidelight,height,flight
调停,mediate,sedate,meditate,dedicate
乞求,solicit,solicitor,elicit,solidity
欺骗,deceive,decisive,receive,derive
落下,alight,aright,flight,plight
变迁,transition,tradition,transitive,to evolve
名产,speciality,specially,specialty,specialist
(使)复活,revive,revile,revise,crevice
镣铐,manacle,miracle,manage,barnacle
过量,excess,exceed,excel,egress
引起,generate,venerate,enervate,degenerate
扣紧,clasp,class,cramp,glass
避免,avoid,avid,avow,acrid
张力,strain,train,stain,trail
（使）膨胀,distend,dissent,listen,descend
圆盘,disc,dish,zinc,desk
别针,pin,in,kind,pea
约会地点,rendezvous,marriage,be engaged,love
土,territorial,half of country,base,manor
颈部,cervix,embrace,shoulder,molar
特性,property,poverty,prosperity,proper
杂技场,circus,circa,crocus,virus
手术室,surgery,sorcery,forgery,nursery
实际,practical,tactical,practice,all in all
炸药,dynamite,dynamics,dynamism,dynamic
似乎合理,plausible,yule,letter,heinous
波段　,band,bank,card,bandy
等级制度,hierarchy,cartoon,gravestone,tough
忠告,counsel,counter,course,council
意义含糊,equivocal,adjacent,hurry,autograph
胶,glue,blue,glum,glut
蛤,clam,lame,claw,clack
损坏,spoil,spoof,soil,sprig
坏事,vice,nice,file,rice
机车,locomotive,locomotion,train ,motorcycle
全景,panorama,vista,backdrop,phantom
布告,placard,placid,placate,notify
放纵(自己),abandon,south,rap,drafty
间接提到,allude,elude,allure,aloud
失去光泽,tarnish,garnish,varnish,vanish
正统,orthodox,unorthodox,orthodoxy,true colors
透明,lucid,lurid,lucky,quid
殖民地的,colonial,colonist,colonize,colossal
闪电,bolt,bet,boat,mole
配偶,spouse,spout,espouse,arouse
(竹,cane,cone,wane,can
(使)起泡沫,foam,yam,boa,firm
无疑,doubtless,countless,chase the wind and clutch at shadows - make groundless accusations,uncertain
隐瞒,suppress,oppress,maintain secrecy,to exaggerate
复杂难懂,intricate,intimate,intoxicate,indicate
抛锚,anchor,actor,anyhow,archer
表面上,seemingly,striker,plebeian,categorize
保护,fend,hand,wend,mend
不变,invariably,stiff,cope with,set
公证人,notary,rotary,noway,rosary
夜盗,burglar,burgle,bursar,gear
弹性,elastic,plastic,classic,drastic
合理,legitimate,a slip of a pen,fall into a pattern,not to be taken as an example
影响,influence,affluence,inference,influenza
铁箍,cramp,tramp,tram,clamp
继…之后,subsequent,stand up,to update,to be
片,flake,slake,fake,flame
爆炸,explosion,exclusion,explosive,expansion
承担义务,commitment,conference,rebuff,to agree to and sign 
感动,affect,infect,effect,aspect
基因,gene,gin,get,bone
夸耀,boast,boat,boot,bass
地形,terrain,terrace,refrain,terra
痛苦,torment,portent,comment,moment
可以感觉到的,perceptible,omen,significance,seal
纺织品,textile,tactile,tensile,fertile
飓风,tornado,torpedo,icicle,wind
引起争论,controversial,comparison,myopic,ash
侦探,detective,defective,detection,retentive
假货,fake,flake,cage,shake
心理(上)的,psychological,humpback,messy,harass
媒介物,medium,tedium,odium,pendium
埋葬,burial,bureau,serial,bursar
拒绝,repudiate,reply,to permit,rebuff
实施,execute,excuse,excite,execrate
同情,sympathetic,can't help,an understanding,be troubled 
拍动,flap,tap,flax,flaw
真空,vacuum,vacuous,three dimensional,digital
令人怀疑,dubious,furious,curious,devious
牛痘苗,vaccine,notary,recommend,nib
不合理的,absurd,absorb,abound,assure
（行为,innocuous,career,pitiless,saloon
痛苦,misery,miner,miser,mixer
剥夺,deprive,derive,reprieve,deprave
未成年人,minor,miner,nor,mint
征收(税款),impose,moose,improve,impasse
坐立不安,fidget,fight,midget,fillet
面泡,pimple,dimple,simple,people
偏见,prejudice,consensus,objection,suicide
引诱,temptation,compel,to bully,to menace
投资,invest,infect,incest,insert
摇晃,tremble,rumble,treble,crumble
疯狂,frantic,franc,frenetic,fanatic
经济学的,economic,economics,economist,economize
建筑师,architect,pianist,medical scientist,geologist
股,thigh,sigh,weigh,think
预言,prophecy,prophet,prophesy,fulminate
牧场,pasture,posture,mature,pastor
追赶,pursue,pulse,purse,nurse
改变,alter,utter,latter,otter
挑惹,tantalize,canalize,to feel happy,play with
青肿,bruise,bride,brush,cruise
名次,ranking,the order in which editions are printed,order of classes or grades at school,position in a ranking of names
悲伤,grieve,groove,grave,grime
衣服,garment,raiment,ardent,ferment
斑驳,variegated,diluted,fume,colorful
桥洞,arch,act,hatch,art
角色,role,wile,yule,hold
召集,muster,user,duster,austere
鼓励,stimulate,simulate,stipulate,stimulant
有意,conscious,jolly,uninhabited,casual
节奏,rhythm,frequency modulation,mode,dust
推迟,postpone,postcode,to speed up,sunset
热情,zeal,ream,heal,peal
眼罩,blindfold,stopwatch,pad,alarm bell
条带,ribbon,necklace,ribbon,seat belt
养成(习惯),acquire,quire,enquire,acquit
退步,degenerate,generate,stride proudly ahead,cause to develop
打盹,doze,dorm,dose,ooze
冠词,article,particle,auricle,artiste
(往返于沙漠等地的)商队,caravan,craven,approve,bourgeois
覆盖,smother,mother,smoker,spotter
雇佣兵,mercenary,radiator,farce,spirit
轮廓,configuration,scene,occasion,antecedents
光,light,eight,tight,ought
(圆形物的)边缘,rim,aim,rub,tip
发火花,sparkle,sparse,spare,shackle
后退,recede,recess,remedy,reside
转换,conversion,convention,confession,convection
严肃,solemn,column,spleen,sole
凿子,chisel,chase,chief,chide
碰撞,bump,jumpy,pump,bud
凡俗者,layman,madman,barman,cabman
松开,disentangle,to dismantle,to wind ,to untie
愤慨,indignant,indigent,discolor,extremely angry
翻译,render,sender,reaper,slender
（峭壁的）边沿,brink,trunk,brine,brick
(给)…加燃料,fuel,fume,duel,due
债务人,debtor,doctor,rector,mentor
自动扶梯,escalator,excavator,escalate,kinswoman
潮流,tide,vide,tidy,lid
可卡因,cocaine,confine,combine,cosine
(摄影、雕刻等)工作室,studio,stud,stupid,audio
拇指,thumb,hum,dumb,thump
崇拜,worship,warship,airship,workshop
腔,cavity,davit,levity,clarity
职业,vocational,vocation,undertaking,nuclear engineering
暂停,pause,pure,arse,saute
真诚,cordial,false,rule,irritable
悲惨之事,tragedy,try,perk,mid
堵塞,jam,damp,farm,cap
比目鱼之类,turbot,snippet,fiance,coma
相互作用,interact,interest,interface,internet
血管,vessel,verse,weasel,lessen
猎物,prey,pew,preen,re
富有想象力的,imaginative,plaza,justice,misread
推测上,presumably,presumable,be unlikely,perhaps
经验主义,empirical,dialectical materialism,nationalism,romanticism
初步,preliminary,set out on a journey,new term begins,commence
装置,device,revile,devote,vice
氏族,clan,the Achang nationality living in Yunnan,Tibetan nationality,authority
可溶,soluble,double,voluble,insoluble
有力,potent,patent,moment,impotent
旋纽,knob,kerb,nod,snob
华氏,Fahrenheit,reiterate,aeon,cosy
一段时间,session,cession,version,pension
陶器,ceramic,monitor ,beeper,tie
易怒,sensitive,sensitize,easy to,currently available
视听,audiovisual,eavesdrop,to say,listen to
俘虏,captive,caption,caprice,native
职业,occupational,project,nuclear engineering,construction
眩目,dazzle,daze,dapple,dabble
先决条件,prerequisite,air,requirement,surroundings
连接,conjunction,at every turn,every day,since the beginning of history
缺口,gap,hag,a,cab
灯丝,filament,figment,firmament,lament
木工,carpentry,carpenter,supervisor,labor
用具包,kit,mid,knit,shit
多产,prolific,politic,make a big fuss over a minor issue,to lose
主张、建议,proposition,besotted,unionist,mutinous
合并,amalgamate,trinity,to break up,leave
月球,lunar,tuna,lung,linear
精力充沛,vigorous,rigorous,timorous,receptive
下降,decline,incline,deceive,recline
利益,behalf,behold,half,befall
五官之一,feature,nature,creature,measure
审判,trial,phial,trail,trim
飞艇,aircraft,space station,airliner,glider
备置,stock,stocky,block,stole
水晶,crystal,coastal,hydrocarbon,quicksilver
导师,tutor,author,suitor,tutu
解雇,sack,act,oak,hack
使转向,divert,diver,rivet,diverge
锯齿状的,jagged,exclude,fiscal,penitent
决心,grit,gram,quit,skit
获得,get,gout,tot,bet
激烈,fury,dry,busy,bury
名誉好的,reputable,reparable,pieces,wasteful
直行,column,clump,colon,calumny
悲伤,melancholy,mixed feelings of grief and joy,bemoan the state of the universe and pity the fate of mankind,grieved
小粒,granule,wrangle,grannie,granite
不合法的,illegal,legal,useful,at the back
