#word,meaning,option1,option2,option3
低估,underestimate,reasoning,suspect,anticipate
微弱,feeble,fumble,pebble,needle
评论员,commentator,wing forward,doctor,referee
否定,negative,native,relative,sedative
确认,confirmation,negative,criticism,publicly known
不墨守陈规,nonconformity,incisive,ambush,drummer
立方体,cube,cane,ruby,cede
沉积物,sediment,regiment,sentiment,segment
垃圾,garbage,cabbage,carnage,garage
对角线（的）,diagonal,igloo,tangible,legislator
磁,geomagnetic,gas ,magnetism,opto-electrical
半岛,peninsula,peninsular,islands,Kunsan
多数,majority,maturity,minority,antithesis
选项,option,action,nation,oration
法院,courthouse,court ,government branch,yard
非传统的,unconventional,mandated,alimentary,epilepsy
藏或贮存于一秘密处所,stash,workman,vernacular,architect
沙的,sandy,sane,handy,bawdy
空气动力学,aerodynamics,stitch,expertise,letterbox
熟练,proficiency,worthless,passive,amateur
回答,respond,despond,resound,response
模糊,indefinite,infinite,definite,foul
令人向往,desirable,thud,barbarity,hockey
呕吐,sickness,thickness,to cough,digestion
熟练,proficient,diligent,passive,grand talents mature slowly
蔓生,rampant,radiant,rampage,dignified
通风孔,vent,vine,newt,invent
完全相同,identical,recognize,podgy,artist
冬眠,hibernation,sleep peacefully,hibernate,thirst
可逆,reversible,courage,spectacle,passable
撤退,withdrawal,withdraw,surrender,wreck
供应,provision,proviso,precision,revision
每年落叶,deciduous,spool,burn,manoeuvre
鞋底,sole,store,none,note
破坏,demolish,devilish,crack,to smash
深刻,profound,pronoun,propound,interesting
活动中心,hub,pub,dub,sub
判决,judgement,judgment,a  trial ,to put in order
推动,impulse,impose,impulsive,impasse
使稀少,rarefy,speak,finalize,neutral
毗邻,adjoining,close to,leakage,close up
豪猪,porcupine,wolves ,panda,weasel
使混乱,disrupt,disgust,distrust,sugarcane
巨大,staggering,firm,weak,forceful
旋转,gyration,aftershocks,leeway,to turn around
折光,refraction,to radiate,scattering,roar
电容器,condenser,condense,diode,loudspeaker
诗,verse,serve,vest,vase
斡旋,mediate,meditate,deviate,medicated
恳求,solicit,solicitor,solidity,elicit
欺骗,deceive,decline,receive,decisive
护城河,moat,jolt,pot,moral
表皮,cuticle,foreskin,sinew,scalp
转变,transition,tradition,transitive,to develop
富矿带,bonanza,wool,menu,sausage
使振奋,revive,relieve,revise,repine
过量,excess,except,excise,express
造成,generate,degenerate,venerate,enervate
躲避,avoid,void,amid,avid
物种,strain,strand,sprain,strait
感知,perceptive,perceive,perception,receptive
（使）扩大,distend,dissent,descend,disband
壁画,mural,moral,curl,plural
脱水,dehydration,concentration,manage,foster
全无,devoid,deficit,differ,extant
定居,colonize,colonial,colonist,scratch out a difficult, meager existence
使隔音,soundproof,aperture,cubicle,slumber
研磨,abrasive,abusive,abrasion,to irrigate
意识,awareness,proficient,grasp,know
翼展,wingspan,expand,to extend,be straight and stiff
无人居住,uninhabited,olympiad,wakeful,blubber
星的,stellar,cellar,teller,seller
照射,irradiate,radiate,smoking,lighten
尊崇,revere,reverse,reverie,revert
轨道,orbital,dinner party,well-behaved,informal dinner
连续,successive,succession,frequent,since the beginning of history
（诗）节,stanza,gendarme,cockroach,accretion
偶发,sporadically,must not,eighty percent,definitely
手术室,surgery,surge,surety,nursery
实际,practical,tactical,practice,it would be better to
学会,institute,constitute,destitute,caravan
法令,ordinance,ordnance,order or command,to suggest
曲折,tortuous,virtuous,languish,parallel
队,band,sand,bad,bandy
阶层,hierarchy,hierarchy,member of State Council ,upper layer
创新,innovative,recovery ,transfer,to make better
水滴,drip,drum,zip,rip
劝告,counsel,council,course,counter
蛤,clam,flap,clamp,char
大手帕,bandanna,burgle,humanism,telescopic
腐烂,spoil,soil,spill,soul
罐,pot,lot,plot,ton
决定因素,determinant,merry,incapable,mosey
定约人,contractor,contract,contralto,director
火车头,locomotive,locomotion,veil,gauze
放纵,abandon,to dupe,no matter what,shield
间接提到,allude,allure,elude,aloud
晦暗,tarnish,banish,varnish,garnish
殖民,colonial,colonel,colonist,colossal
会计学,accounting,economics ,military science,zoology
结果,outgrowth,outgrow,stammer,withered and fallen
灰泥,mortar,aorta,mortal,porter
镇压,suppress,oppress,to perform or have an operation,confiscate
复杂,intricate,indicate,intimate,extricate
羊毛,wool,cook,fool,tool
表面上,seemingly,analogous,similar,for instance
不变,invariably,tablet,critical,manage  with difficulty
使入迷,mesmerize,mesmerism,memorize,fascinated
措施,measures,routine,cauterize,viewpoint
证明…为真,authenticate,underwrite,swirl,peaceful
单色,monochromatic,green,milky white,blue
亲切,conversant,ruin the effect by adding what is superfluous,astonishing,pressing
有资格的,entitled,folly,moth,whinny
汽车,automotive,automobile,taxi,taxi
随后,subsequent,a moment ago,fixed,no longer
薄片,flake,flask,wake,slake
日出,sunrise,surprise,surmise,sunrise
蛋黄,yolk,semen,egg,metal
许诺,commitment,agree to ,talks,to negotiate
假装,affect,effect,infect,abject
家里纺织,homespun,party,dense,historic
自夸,boast,coast,toast,roast
流行,popularity,popularize,link together,interim
极端,extremity,extremist,surely,even more
地势,terrain,terrace,train,terra
白热,glowing,moonlight,flash,glimmer
绦虫,tapeworm,wasp,amoeba,amoeba
崇高,exalted,uncorrupted,greedy,selfish
令人震惊,jolting,pull,nod,indeed
把…包住,envelop,envelope,develop,semicircle
猛涨,skyrocket,to expand,contract,to extend
承认,admit,addict,limit,vomit
灯罩,lampshade,traffic light,chandelier,beacon light
纺织品,textile,fertile,tactile,reptile
旋风,tornado,torpedo,head wind,violent storm
引起或可能引起争论的,controversial,station,torsion,tackle
侦探,detective,defective,selective,retentive
假的,fake,fare,lake,flue
媒体,medium,media,tedium,modicum
使不动,immobilize,grimy,kilogram,bizarre
结合,unity,unfit,unit,union
执行,execute,excite,excuse,execrate
有同情心,sympathetic,spittle,sanction,guess
渗透,saturated,block up and intercept,block the traffic,common boundary
真空,vacuum,vacuous,digital,space
隐匿,secrete,secret,recreate,excrete
疫苗,vaccine,vaccine,dissect,cure the sickness to save the patient
荒谬,absurd,absorb,aboard,abjure
位置,location,locution,vocation,donation
随意,whim,whip,ship,whit
剥夺,deprive,derive,deprave,deride
施加影响,impose,implore,impure,depose
道歉,apology,geology,ecology,zoology
寒冷,chilly,chill,hilly,holly
（生物）囊,sac,enormous,somnolent,dolt
分泌素,secretin,TV,tissue,trivial
距离,distance,pittance,distinct,instance
门徒,disciple,Ph.D.,lecturer,bachelor degree
建筑师,architect,statesman,banker,layman
心引力,gravitational,gravity,pressure,vigor of strokes in calligraphy or drawing
领悟,comprehend,feel deeply attached to,to be familiar with,unknown
大腿,thigh,which,think,though
牧场,pasture,pastime,nature,astute
从事,pursue,pure,purse,puree
改变,alter,halter,welter,after
营养学,dietetics,high technology,research,astronomy
扩大,amplification,rise suddenly and sharply,to spread,to change direction
神经传递素,neurotransmitter,Mars,aversion,perpetuate
优良,excellent,excellency,fig.: flamboyant,uncertain
口水,saliva,saline,salve,alive
人工孵化的鱼苗或小鸟,hatchling,legitimate,elk,falcon
舞台背景,backdrop,twig,suicide,endless
角色,role,rope,hole,rout
激发,stimulate,simulate,stipulate,stimulant
踌躇,scruple,scrape,crumple,couple
有意识的,conscious,mule,brook,poster
青少年,adolescent,irises and orchids,minor,dimension
节奏,rhythm,two or more characters with the same vowel formation,frequency modulation,dust
（使）闪烁,spangle,bangle,sponge,shingle
推迟,postpone,postcode,to speed up,ups and downs
热忱,zeal,weal,eat,feel
摄氏（温度）的,centigrade,additional,concubine,raillery
眼光敏锐,discerning,hotelier,preen,generation
口语,colloquialism,subject,Sanskrit,spoken language
获得,acquire,require,enquire,quire
生还者,survivor,surveyor,survive,survival
论文,article,particle,auricle,artiste
使窒息,smother,mother,bother,brother
轮廓,configuration,circumstances,mode,look somebody up and down
消除,counteract,contract,brush,surmount
证实,validate,validity,invalidate,negative
银器匠,silversmith,mischance,narrative,cabbage
变换,conversion,concession,convection,confession
（使）成褐色,brown,gown,brain,brawn
庄严,grandeur,gander,nervous,heterogeneous
庄严,solemn,column,spleen,sole
课税过重,overtaxed,plug,magnify,terms
砍凿,chisel,chill,chase,chime
突起,bump,jump,hump,sum
外行,layman,madman,barman,cabman
使极化,polarize,ghost,million,sympathy
漏的,leaky,levy,heavy,ready
叛徒,rebel,refer,revel,reel
彻底,sweeping,half,complete,just
使分离,divorce,diverge,diverse,enlighten
给予,render,gender,fender,tender
码尺,yardstick,adverbial adjunct,predicative,maxim
乌托邦式,utopian,thanksgiving,one's mind is perturbed,associate
缩短,contraction,soak,to work,additional
彩虹,rainbow,smoke,smoke ,frost
债务人,debtor,doctor,debt,sector
电动扶梯,escalator,excavator,escalate,glamorous
潮汐,tide,twice,cede,code
霓虹灯,neon,beacon,searchlight,traffic light
录音室,studio,studious,stud,stupid
数学,mathematics,psychology,statistics,mathematic
流木,driftwood,heavily,implement,personable
洞,cavity,gravity,vanity,comity
职业,vocational,vocation,nuclear engineering,advocate
烟熏,fumigate,chilblain,magazine,worse
剩余,remaining,dynamic equilibrium,equilibrium,extant
悲惨,tragedy,exultation,confront a powerful enemy,public security
多疑,skeptical,sceptical,possible,confidence
船只失事,shipwreck,fire ,plant diseases and insect pests,famine
令人费解,perplexing,lawful,panic,trackless
喇叭手,trumpeter,guard),cavalry,veteran
互相作用,interact,intersect,intact,interject
船,vessel,lessen,verse,easel
食物,prey,purvey,pry,trek
富于想象力的,imaginative,avarice,employ,maul
推测起来,presumably,presumable,or,inadequate
预备,preliminary,raise ,armaments,to format
可理解的,comprehensible,balderdash,sneak,flex
收缩,shrinkage,decrease,prolong,popularize
器械,device,define,depict,deduce
感激,grateful,graceful,plateful,hateful
家族,clan,Turkic ,the Uygur  nationality, living in Xinjiang,the Bai  nationality
可溶,soluble,voluble,salable,double
可辨认的,identifiable,devote,quarter,monarch
陈旧,dated,currently existing,newest,fresh
经雕琢的宝石,gemstone,magazine,wrest,network
强有力的,potent,patent,intent,portent
适应,adaptive,unlike,overage,to fit
多样化的,diversified,loan,immobile,carbuncle
规定,stipulation,decide on a verdict,dealing with concrete issues,negative
动机,motivation,decision,local style,vision
日落,sunset,junket,outset,inset
铸铁,cast-iron,magnet,stainless steel,galvanized iron
灵敏,sensitive,sensitize,be smooth and slick ,omnipotent
连续统一体,continuum,abstain,hedge,presence
讽刺文学,satire,native,entire,satin
辩护,defend,define,defense,deafen
先决条件,prerequisite,atmosphere,idea,requirement
差距,gap,gape,pal,gad
多产,prolific,politic,make a big fuss over a minor issue,school opens
探矿,prospecting,survey,take readings,issue
竞争者,contender,dash,doggerel,poorness
舞蹈术的,choreographic,mealy,hefty,bounce
月的,lunar,lung,linear,liner
有责任的,responsible,outward,ensue,replica
学问,lore,core,laze,pare
头脑,brain,rain,bait,ruin
健壮,vigorous,rigorous,timorous,youthful
婉言谢绝,decline,recline,define,declare
代表…,behalf,half,behave,behold
审讯,trial,trawl,toil,trill
航行器,aircraft,triumphant,defer,corrode
大片平面,plate,plague,phase,place
害虫,pest,zest,mist,pout
结晶状的,crystal,coastal,teat,forearm
家庭教师,tutor,stupor,outer,tenor
水母,jellyfish,mollusks,dragonfly,abalone
袋,sack,tact,pock,sink
州长,governor,govern,director,secretary
转移,divert,dive,digest,revert
碟,tray,raw,stray,pry
逆时针的（地）,counterclockwise,cavern,frogman,intake
结婚,wed,gem,we,wade
控告,accusation,occupation,accusative,appeal 
激怒,enrage,erase,engage,dirage
垂直,vertical,slender,complicated,languish
（博物馆等）馆长,curator,gateway,plural,why
微生物,microorganism,animals and plants,animal,mammal
瞬间,instantaneous,quite a while,a while,perpetual
草料,forage,forte,forge,garage
生手,novice,notice,noise,advice
（音乐）拍子,beat,seat,brag,teat
可得到的,accessible,elliptical,intricate,springtide
运动,motion,emotion,notion,lotion
能把猎物找回来的猎狗的一种,retriever,apricot,formulate,sedition
抄本,transcript,transcribe,monthly calendar,Chinese  version
忍受,stand,grand,stank,stave
通讯,communication,Psalms,record,diary
大厅,lobby,bobby,lofty,hobby
圆筒,cylinder,cinder,colander,calender
消费者,consumer,consume,consider,conjurer
兵工厂,arsenal,arena,munitions or ordnance factory,court
成功,prosperous,prospectus,shut,not do one's best
旋转,spinning,inning,to beat,tumble
推测,conjectural,to stand for,guess,to remain committed to
强迫,compel,complex,copper,camel
使降级,degrade,upgrade,decade,degree
夸大,exaggerate,exasperate,brag,boast
同…矛盾,contradict,contract,citizen,smith
无限,boundless,many,even more,to inherit
剪刀,scissors,incision,spindle,ice skates
明智,judicious,ludicrous,audacious,be smooth and slick 
计算,compute,compete,computer,confute
共谋,complicity,complexity,simplicity,complicate
（剧团等）常备剧目,repertoire,comedy,tragedy,TV drama program
吸引人的,attractive,attraction,illustrate,wager
无个人利害关系的,disinterested,saloon,borax,joggle
可怕,terribly,pitiful,unlimited,troublesome
多刺,spiny,Germany,masterly,kerchief
使人愤怒,annoying,conceive,Italy,barber
饰带,lace,care,Yale,late
有益于,benefit,befit,insuperable,hold back or within limits
热力学,thermodynamics,philosophy,theological,politics
品味,taste,baste,paste,gate
批准,ratify,gratify,ramify,satisfy
清楚,plainly,see clearly,proficient,forget
单调乏味,tedious,tedium,odious,tenuous
乐队指挥,bandmaster,pomp,Christmas,reprint
精力,vigor,vision,financial resources,animal powered 
副业,avocational,undertaking,building industry,shipping
顽固,stubborn,answer fluently,omnipotent,agile
