#word,meaning,option1,option2,option3
低估,underestimate,reckon,assumption,expect
摘要,synopsis,dictation,writing on the blackboard,handwriting
空的,void,volt,coin,vein
破坏,demolition,burst apart,slide,peel off
敏感,responsive,response,not stop until one reaches the Huanghe River - not stop until one  reaches one's goal,swift and fierce
树干,trunk,skunk,track,truck
强调,stress,tress,mistress,duress
(散)发出,shed,seed,show,shrewd
制服,uniform,inform,raincoat,an undergarment covering the chest and abdomen
坚持,persist,permit,desist,resist
到期,due,undue,dun,dome
填料,stuff,gruff,stiff,staff
粗心大意,reckless,trackless,recess,feckless
垃圾场,dump,lump,romp,jump
灾害,calamity,clarity,capacity,happiness
一点点地咬,nibble,nimble,hobble,rubble
使爆裂,bust,gist,gust,burp
购物中心(或商场),mall,malt,hall,wall
航空,navigation,aviation,navigator,travel along a route
细微,minute,misuse,mute,mingle
尖塔,pinnacle,Garden of Eden,pavilion,lighthouse
浅的,shallow,swallow,shall,hallow
想象,visualize,vitalize,one's mind is perturbed,appreciate
礁石,reef,reek,green,veer
纵容,indulge,indulgent,induce,to dupe
无限,infinite,infinity,definite,finite
恐怖,terror,appall,strange,not be accustomed to eating sth
氘,deuterium,atmosphere,carbon dioxide,nitrogen
拖拉,traction,fraction,oration,action
坦率,explicit,exploit,implicit,explicate
往或在城镇中心区/闹市区(的),downtown,pilgrim,royal,bloc
走私,smuggle,juggle,snuggle,smudge
最高音部,treble,feeble,table,tree
开端,outset,outlet,offset,output
恶毒,vicious,vacuous,vicarious,various
广泛,comprehensive,equilibrium,cannot,narrow
严厉,severe,reverse,sever,ever
费力,laborious,profoundly,upper class,low level
虫子,bug,buy,lug,buck
占星学,astrology,anthology,astronomy,desperate
头昏眼花,dizzy,pizza,dirty,diary
反抗,revolt,report,retort,result
装满,charge,change,charter,char
刮,scrape,scraper,scrap,craze
扣紧,buckle,suckle,bustle,bundle
楔,wedge,edge,wide,ledge
使熟悉,acquaint,quaint,acquit,management
扩大,amplify,simplify,reorganize,to cut over
兼容,compatible,comparable,second only to...,symmetrical
平衡,equilibrium,dynamic equilibrium,enough,surplus
小事,trifle,rifle,triple,bridle
温柔,tender,temper,leader,tense
故意,studious,studio,spurious,tedious
地区,region,legion,resin,reckon
(尤指幼儿)摇摇摆摆地走,toddle,cooker,quota,parapet
竹类,bamboo,taboo,gambol,baboon
外科手术前的,preoperative,dulcet,copper,ethereal
搏斗,combat,comsat,comma,commit
标签,label,later,lobe,panel
肉体,flesh,flex,flush,lash
减去,subtract,to eliminate,buy one's ticket after the normal time,reissue
接近,approximate,incessantly,opposite,inequality
磨,grind,trend,print,gland
小说,fiction,suction,friction,diction
转变,switch,stitch,with,scotch
听,hearing,teacup,allow,round basket of bamboo
同辈,equal,equip,sexual,unequal
注射,squirt,squirm,squint,quire
表层土,topsoil,fend,abrasive,monogamy
家伙,chap,hay,chef,chop
连接,junction,unction,function,sanction
蜘蛛网,web,let,wear,wag
酒会,symposium,press conference,public lecture ,carnival
实现,fruition,fraction,friction,eruption
逃犯,outlaw,outlay,outlet,outlast
确定,entrenched,execute ,overthrow,verify
圣经,Bible,foible,able,nimble
综合,synthesis,synthetic,synthesize,classification
比…大,exceed,expend,excel,except
出口,export,expert,expose,deport
熊,bear,boar,hear,bean
使屈服,subdue,subtle,sundae,undue
否则,otherwise,only,in case,on account of
可估价的,appreciable,snooze,helping,yelp
懒惰,idle,rule,vile,wide
施加,exert,exact,every,excerpt
短暂,fleeting,temporary,many years,indelible
辛酸,bitter,gutter,otter,fitter
规定饮食,diet,doe,disk,debt
向…讲话,address,actress,addressee,dress
线,line,mire,olive,lee
离开,depart,decant,depot,part
急跑,scurry,curry,sherry,scurf
解开,unravel,travel,gravel,navel
危险,precarious,precocious,precious,gregarious
使无效,nullify,jollify,qualify,mollify
离弃,desert,dessert,resort,desire
奇怪,peculiar,pecuniary,secular,life insurance
诡诈,shrewd,shred,spread,screw
单调,prosaic,mosaic,laughable,shady
影响…的心情,infect,insect,infest,invert
虚弱,feeble,foible,treble,fable
消极,negative,relative,negation,native
禁忌,taboo,bamboo,tattoo,tab
立方,cube,cause,mule,tub
沉淀物,sediment,segment,regiment,sentiment
垃圾,garbage,gasbag,garage,herbage
困惑,quandary,not be fond of certain food,fascinated,fascinate
不为所动,inexorable,one's mind is perturbed,associate,to think sth over
概念,notion,motion,nation,unction
空想,ideal,idea,weal,deal
半岛,peninsula,peninsular,the other shore,desert
多数,majority,maturity,minority,dual
草皮,turf,duff,bury,turn
(供)选择的事物,option,action,oration,lotion
空气动力学,aerodynamics,broody,anecdote,monarch
精练,proficiency,undoubtedly,clearly,speak or act on hearsay evidence
回答,respond,despond,resound,response
不定,indefinite,infinite,definite,ruthless
值得向往,desirable,filmy,popularize,hindrance
熟练,proficient,active,passive,childish
蔓生,rampant,radiant,rampage,not to matter
发泄（情绪）,vent,event,dint,vex
相同,identical,all things tends in one direction,to be part of,of the same age
巡航,cruise,raise,cause,bruise
提供,provision,revision,precision,profusion
唯一,sole,stole,sue,site
咕哝,mutter,gutter,butter,cutter
拆除(建筑物等),demolish,devilish,recovery ,quench
深奥,profound,pronoun,propound,remain puzzled after pondering over sth
轴心,hub,hat,mug,nun
判断,judgement,judgment,to embezzle,to discern
推动,impulse,impure,impasse,impulsive
明白,patently,to know,to penetrate,forget
忠诚,allegiance,alliance,to hear told,fervent
当...的时候,whilst,whit,wrist,while
题词于(书)上,dedicate,meditate,desiccate,predicate
使分裂,disrupt,disgust,distrust,witchcraft
本国语,vernacular,Occident,sleek,scarce
(使)喜悦,delight,height,daylight,blight
调停,mediate,sedate,meditate,dedicate
教唆,solicit,solicitor,solidity,elicit
欺骗,deceive,receive,decease,decline
落下,alight,light,slight,blight
过渡(时期),transition,tradition,transitive,gradual change
名产,speciality,specialist,specialty,specially
(使)复活,revive,revise,revere,ravine
镣铐,manacle,manhole,barnacle,miracle
过量,excess,excuse,excise,egress
使发生,generate,general,venerate,degenerate
钩住,clasp,clash,claim,clamp
避免,avoid,void,avail,aloud
紧张,strain,strait,train,restrain
（使）膨胀,distend,disband,distant,listen
磁盘,disc,dial,kiss,miss
胸针,pin,fix,gin,air
会合,rendezvous,flirt,engagement,wager
方,territorial,base,battlefield,half of country
颈部,cervix,cherish,chest,shoulder
特性,property,prosperity,proper,poverty
杂技场,circus,cirrus,discus,circa
外科,surgery,surgeon,nursery,forgery
实践,practical,tactical,practice,to move forward 
炸药,dynamite,dynamics,dynamism,dynamic
似乎合理,plausible,blight,roughshod,rosary
缚,band,sad,hand,brand
等级制度,hierarchy,oily,agent,dormitory
辩护人,counsel,course,consul,counter
意义含糊,equivocal,dampen,build,bellboy
胶,glue,gaze,glut,flue
蛤,clam,clay,clap,chat
掠夺物,spoil,spill,toil,soil
老虎钳,vice,since,nice,icy
机车,locomotive,locomotion,motorcycle,train
全景,panorama,panoramic view,foreground,background
海报,placard,placid,placate,label
放弃,abandon,to risk one's life,ruin,implicated
间接提到,allude,allure,delude,elude
失去光泽,tarnish,varnish,parish,furnish
正统,orthodox,unorthodox,orthodoxy,originally
透彻,lucid,lid,lurid,acid
殖民地的,colonial,colonel,colonize,colonist
闪电,bolt,most,rout,jolt
配偶,spouse,mouse,grouse,spruce
用笞杖打,cane,care,hone,canker
泡沫,foam,fox,road,coal
无疑,doubtless,countless,clever,in  name
查禁,suppress,oppress,obtain permission,visa
复杂难懂,intricate,indicate,extricate,intoxicate
停泊,anchor,archer,abhor,anyhow
看来,seemingly,consequently,regardless of,in addition
保护,fend,send,den,mend
不变,invariably,vivid,hard,exercise
公证人,notary,notify,rotary,ovary
夜盗,burglar,burgle,bursar,cooker
橡皮圈,elastic,plastic,lactic,drastic
合法,legitimate,indistinct,publically,dubious
感应,influence,confluence,affluence,inference
铁箍,cramp,camp,ramp,champ
继…之后,subsequent,worsen,downfall,is
片,flake,slake,flask,drake
爆炸,explosion,explosive,expulsion,expansion
承担义务,commitment,to agree to and sign ,to approve,discussions
影响,affect,abject,infect,effect
基因,gene,hen,scene,lee
夸耀,boast,blast,beast,bat
地势,terrain,terrace,murrain,refrain
痛苦,torment,torrent,orient,moment
可以感觉到的,perceptible,appear,indicate,symbol
纺织品,textile,texture,exile,tactile
飓风,tornado,torpedo,wind,icicle
引起争论,controversial,compose,dysphasia,banana
侦察(用)的,detective,defective,selective,elective
假的,fake,fate,five,cape
心理(上)的,psychological,acrobatics,stumpy,stream
中间,medium,tedium,modicum,media
埋藏,burial,mural,trial,bureau
拒绝,repudiate,permit,rebuff,reply
处决,execute,excuse,execrate,executive
同情,sympathetic,to feel sorry for a person over sth that should have happened,not spare,value one's own old broom - cherish something of little value simply because it is one's own
拍动,flap,clap,fag,flex
真空,vacuum,vacuous,on one's desk,space
可疑,dubious,devious,furious,curious
牛痘苗,vaccine,alongside,backstreet,prurient
不合理的,absurd,abound,aboard,abjure
（行为,innocuous,inhumane,momentum,correct
痛苦,misery,miser,mislay,finery
剥夺,deprive,deprave,derive,reprove
较小,minor,moor,donor,miner
把…强加于,impose,repose,improve,compose
烦躁之人,fidget,fudge,budget,ridge
疙瘩,pimple,pile,nipple,simple
偏见,prejudice,political views,to stand for,objection
引诱,temptation,to pull into,rape,horrify
投资,invest,nest,intent,invert
颤抖,tremble,thimble,treble,trestle
疯狂,frantic,franc,frenetic,drastic
经济学的,economic,economics,economy,economize
建筑师,architect,technician,engineer,observer
股,thigh,high,thug,thin
预言,prophecy,prophet,prophesy,shameless
牧场,pasture,posture,picture,pastor
继续,pursue,purge,purse,parse
改变,alter,falter,patter,altar
挑惹,tantalize,canalize,make things difficult,to make fun of
青肿,bruise,cruise,arise,truism
队,ranking,number of runs or flights,agenda,the order in which editions are printed
悲伤,grieve,grille,grave,gripe
衣服,garment,payment,garden,ferment
斑驳,variegated,foul smell,colorful,garish
(使)成弓形,arch,ache,archer,parch
角色,role,gale,cola,row
召集,muster,mutter,duster,master
鼓励,stimulate,stipulate,simulate,stimulant
有意识的,conscious,rivalry,washer,parapet
节奏,rhythm,variation,mode,frequency modulation
推迟,postpone,postcode,to shift to an earlier date,sunset
热忱,zeal,dean,rear,real
眼罩,blindfold,cushion,pendulum clock,stopwatch
条带,ribbon,ribbon,rope,rein
获得,acquire,enquire,inquire,acquit
退步,degenerate,generate,onward,to pursue 
打盹,doze,role,dove,daze
冠词,article,artiste,auricle,particle
拖车,caravan,craven,regular bus ,truck
覆盖,smother,mother,slither,bother
唯利是图,mercenary,genuine,majestic,selfishness
轮廓,configuration,circumstances,origin,market
轻的,light,eighth,plight,digit
镶边于,rim,brim,ham,rub
发火花,sparkle,spare,spangle,speckle
后退,recede,secede,precede,reside
转变,conversion,convention,inversion,convection
(指承诺)真诚的,solemn,spleen,column,sole
凿子,chisel,chief,chase,chill
碰撞,bump,bulk,burp,rum
凡俗者,layman,barman,cabman,madman
解决,disentangle,to put on,upper part of the body,seat belt
愤慨,indignant,indigent,lose one's temper,feel wronged and act rashly
给予,render,pander,tender,endear
（峭壁的）边沿,brink,wink,bin,bind
(给)…加燃料,fuel,duel,fowl,hurl
债务人,debtor,doctor,detour,debt
自动扶梯,escalator,excavator,escalate,alarm
潮流,tide,wide,rice,ride
可卡因,cocaine,combine,cosine,confine
播音室,studio,stud,study,stupid
拇指,thumb,thump,thrum,them
礼拜,worship,warship,workshop,airship
腔,cavity,davit,charity,laity
职业,vocational,vocation,work,nuclear engineering
暂停,pause,pose,prude,pauper
真诚,cordial,false,to rebel,honesty
悲惨之事,tragedy,abend,groundnut,eldest
压紧,jam,am,rum,tram
比目鱼之类,turbot,resentful,culture,beautician
相互作用,interact,interest,interface,internet
容器,vessel,lessen,lessee,easel
猎物,prey,free,prep,pray
富有想象力的,imaginative,beggar,ninetieth,windpipe
推测上,presumably,presumable,insufficient,not at all
经验主义,empirical,romanticism,jurisprudence,agnosticism
初步,preliminary,to start work,new term begins,make a big fuss over a minor issue
谋略,device,divide,demise,novice
氏族,clan,other people,clan,everyone
可溶,soluble,voluble,insoluble,double
有力,potent,portend,portent,moment
门把,knob,nab,rob,kerb
华氏,Fahrenheit,tinker,bangle,deride
会议,session,tension,pension,cession
陶器,ceramic,abacus,craft,pager
易怒,sensitive,sensitize,supply and demand,to satisfy
视听,audiovisual,to hear told,hark,it would appear
俘虏,captive,caprice,native,capsize
职业,occupational,nuclear engineering,project,task
眩目,dazzle,muzzle,drizzle,dangle
先决条件,prerequisite,environment,mark,way of life
接合,conjunction,be related,fashionable,rumor
缺口,gap,nap,gape,ad
灯丝,filament,figment,lament,firmament
木器,carpentry,carpenter,casual laborer,mason
随身携带物,kit,knit,whit,tip
多产,prolific,politic,achieve greater, faster, better and more economical results,make a big fuss over a minor issue
陈述,proposition,tell or talk about,speech,claim
合并,amalgamate,fall apart,trinity,to have a reunion
月球,lunar,sonar,liner,lunge
精力充沛,vigorous,rigorous,timorous,haggle
拒绝,decline,destine,recline,decide
利益,behalf,behold,behave,befall
特征,feature,texture,fracture,measure
审判,trial,trill,triple,tram
航空器,aircraft,chimney,abacus,pottery
(商品)存货,stock,stoop,stick,shock
水晶,crystal,coastal,sulfur,white phosphorus
教,tutor,tutu,tumour,stupor
掠夺,sack,peck,lack,act
使转向,divert,direct,divest,diver
锯齿状的,jagged,cavity,optical,shipwreck
下定决心,grit,omit,arid,grid
到达,get,net,pet,goat
愤怒,fury,airy,query,furl
名誉好的,reputable,reparable,verb,lest
专栏(文章),column,solemn,calumny,colon
悲伤,melancholy,suffering,mixed feelings of grief and joy,mournful
小粒,granule,wrangle,grapple,granite
不合法的,illegal,legal,dispel the clouds and see the sun - restore justice,unimaginable
派遣,despatch,dispatch,reorganize  and discharge surplus personnel,cut down and merge
启发,enlighten,lighten,to show,arouse
垂直,vertical,short and thick,languish,parallel
细微的差异,nuance,tin,bad,yearbook
雪橇,sledge,pledge,ledge,slide
瞬间,instantaneous,adult,real time,indelible
陷阱,pitfall,the one and only way,protective screen,the Long March
见习修士,novice,notice,voice,vice
打,beat,mead,weal,baa
(集市上的)货摊,booth,bosh,boon,boot
运送,funnel,tunnel,runner,runnel
(物体)运动,motion,potion,motto,notion
正式文本,transcript,transcribe,a vote,leaflet
动乱,turmoil,peace,tranquil,peace and security
