you	pron.你;你这个
illusion	n.错觉;幻想
execution	n.实行;制作
distress	n.贫困;疼痛v.故意磨损;使痛苦
definition	n.定义;解释
cutter	n.切刀;切者;快艇
correct	adj.正当的;正确的v.惩治;改正
complaint	n.抱怨;控告
chicken	adj.胆小的;鸡肉的n.家禽;小鸡v.胆怯
block	n.大块;街区v.堵塞;阻碍
trophy	n.奖杯
structure	n.机构;结构v.建立;建筑
rot	n.腐败;腐烂v.腐败;腐烂
risk	n.危险;危险率v.把...作赌注;冒...的危险
pointless	adj.无尖头的;无意义的
pearl	adj.小颗粒的;珍珠的n.珍珠;珠状物v.采珍珠;成珠状
household	n.王室;一家人
heir	n.继承人;子孙v.继承
hand	n.脚;手v.搀扶;交
eighth	n.八分之一;第八
dumping	n.倾销
cup	n.杯;杯子v.用杯盛;拔火罐
alibi	n.借口v.为...辩解;辩解
absence	n.缺乏;缺席
vital	adj.生命的;有生命的;紧要的
tower	n.堡垒;塔v.高飞;高耸
thus	adv.如此;因此;迄今为止
risk	n.危险;危险率v.把...作赌注;冒...的危险
refer	v.参考;提到
mummy	n.木乃伊;妈妈
mint	adj.簇新的;铸币厂的n.制造所;尝试v.制造;铸造
keeper	n.看守人;饲养者
hose	n.长统袜;软管v.拍...马屁;痛打
hobby	n.小马;癖好
fortunate	adj.幸运的
curtain	n.帘;幕v.用帘遮蔽
counsel	n.律师;协商v.劝告;交换意见
coat	n.皮毛;上衣v.在...上涂
addition	n.加;增加的人
wit	n.风趣;智力v.知道
transport	n.公共交通;运输v.运输;放逐
technical	adj.技术的
puppet	n.傀儡;木偶
prior	adj.优先的;在先的
model	n.模型;原型v.使仿效;做模型
memo	n.备忘录
liquid	adj.清澈的;清脆的n.流音;液体
felony	n.重罪
choke	n.窒息;阻塞门v.扑灭;塞满
blackmail	n.敲诈v.敲诈;胁迫
suspicion	n.怀疑;一点儿v.怀疑
recover	v.恢复;追回
rally	n.群众集会;重新集合v.召集;集合
psychology	n.心理学;行为科学
pledge	n.抵押;诺言v.许诺;祝愿
nursery	n.苗圃;温床;托儿所
jean	n.牛仔裤
height	n.高;高处
fabric	n.构造;织物
dot	n.点;嫁妆v.打点于;打点
distant	adj.冷淡的;远的
cock	n.公鸡;龙头v.竖起;堆
buy	n.购买v.获得;买
bust	n.前胸;胸像v.爆裂;破产
buff	adj.暗黄色的;裸体的n.暗黄色;打击v.擦亮;作减震器
wax	n.耳垢;蜡v.变成;变大
sleeve	n.套筒;袖子
pudding	n.布丁;血香肠
product	n.产品;产物
philosophy	n.哲理;哲学
irony	n.反语;反语法
hospital	n.兽医院;医院
dope	n.消息;药v.给服药;吸毒
declare	v.表明;宣布
autopsy	n.分析;亲自勘察v.解剖
torch	n.吹管;火炬v.单相思
substitute	n.代替物;代替v.代替;接替
scandal	n.丑行;丢脸;公愤v.讲...的坏话;使丢脸
prick	n.刺痛;一刺v.刺痛;刺
limb	n.大枝;肢;翅膀
leaf	n.长叶;叶v.翻书叶;生叶片
laser	n.激光
hysterical	adj.歇斯底里的
growth	n.生长;增长
fetch	n.拿;灵魂v.拿来;请来
dimension	n.尺寸;范围v.在...上标出尺寸
crowd	n.群;群众v.挨;挤
cousin	n.堂兄弟;远亲
clip	n.剪;弹夹v.剪
climb	n.爬升;攀登v.攀登;爬
bond	n.镣铐;约束v.为...作保;黏合
bee	n.蜂;聚会
ultimate	adj.基本的;极点的n.终点
trust	n.信任;信心v.想;信任
roller	n.滚动物;滚轧机
return	n.回;送回v.回报;回
negotiate	v.做成;谈判
marsh	n.沼泽
majority	n.多数;多数党
lethal	adj.致死的
length	n.长;长段
element	n.成分;要素
deed	n.事情;行为v.立契转让
cigar	n.雪茄烟
bore	n.孔;内膛v.挤出;钻
sponge	n.海绵;纱布v.采集海绵
sleepy	adj.寂静的;想睡的
question	n.难题;问题v.怀疑;问
peek	n.一瞥v.看一眼;偷看
outrageous	adj.无耻的;凶暴的
medal	n.奖牌;圣牌
insult	n.攻击;损伤v.损害;攻击
grudge	n.不满v.勉强地给;怨恨
establish	v.安置;建立
desert	n.荒漠;沙漠v.背离;抛弃
definite	adj.明确的;限定的
capture	n.俘获;俘虏v.夺得;俘虏
wire	n.电线;金属丝v.打电报给;打电报
weed	n.杂草;服装v.除;拣选
suggestion	n.暗示;建议
search	n.检查;搜查v.探;细察
original	adj.起初的n.原型;原作
nickname	n.绰号;名的略称v.给...起绰号;误称
light	adj.淡色的;轻的adv.轻装地n.光;光感v.点;照亮
lend	v.贷;给予
film	n.薄层;胶片v.拍摄;拍摄电影
drunken	adj.醉的
demand	n.需要;要求v.强要;询问
conviction	n.定罪;确信
character	n.品德;性质
bump	n.肿块;重击v.猛击;碰
weigh	v.称出;有分量
weasel	n.告密者;鼬v.告密;狡辩
tempt	v.吸引;引诱
supreme	adj.最大的;最高的
shout	n.呼喊v.呼喊;叫嚷
rocket	n.火箭;芝麻菜v.惊飞;迅速上升
resolve	n.决心;正式决定v.解决;决定
relate	v.讲;适应
poison	n.毒物v.给...服毒药;放毒
pip	n.痂;点;果仁v.烦恼;死
occasional	adj.临时的;偶尔的
meal	n.挤奶;进餐
maker	n.出票人;上帝;制造商
invitation	n.吸引;邀请
haunt	n.巢穴;生息地v.常到;交往
fur	n.毛皮;柔毛
depend	v.信赖;依靠
bond	n.镣铐;约束v.为...作保;黏合
bogus	adj.假的
autograph	n.亲笔;亲笔稿v.亲笔书写
apple	n.苹果
affect	n.内心倾向;自觉感情v.打动;侵袭
tolerate	v.忍受;容忍
southern	adj.向南方的
sleep	n.昏睡;睡眠v.供...睡觉;睡
probation	n.缓刑;试验
perform	v.履行;做
identical	adj.同一的;相同的
herb	n.草药;芳草
fist	n.拳;手v.把...握成拳;拳打
cycle	n.全套故事;循环v.使循环;循环
banner	adj.显著的n.横幅;旗
associate	n.伙伴;准会员v.交往;联合
streak	n.光带;矿脉;条纹v.飞跑;形成条纹
sector	n.部分;扇形v.把...分成扇形
muscle	n.肌肉;瘦肉v.使劲挤出;使劲行进
last	adj.最低的;最后的adv.上一次;最后v.度过;楦
increase	n.放大;增加v.放;增加
hostage	n.人质
heroin	n.海洛因
hardware	n.机器;武器
habit	n.气质;习惯
cult	n.教派;膜拜
consult	v.查阅;考虑
boyfriend	n.男性友人;情人
bail	n.保释;戽斗v.保释;托付
baggage	n.包袱;行李
wealthy	adj.丰富的;丰富
versus	prep.以...为对手;与...相对
station	n.车站;站v.安置
sip	n.抿尝;小口喝v.抿尝;小口地喝
rag	n.破布;破布料v.打扮;责骂
postpone	v.延迟;延缓发作
pad	n.垫;路v.拉长;走
overwhelm	v.覆盖;征服
maniac	adj.疯狂的;躁狂的n.入迷的人;躁狂者
impulse	n.冲动;推动v.推动
hut	n.棚屋;小屋
follow	v.跟随;伴随
duchess	n.公爵夫人;母亲
classy	adj.高级的
celebrity	n.名人;名声
scene	n.地点;一场
rising	adj.上涨的;升起的
reveal	v.揭示;启示
represent	v.代表;使有代表
policeman	n.警察
offensive	adj.进攻的;冒犯的n.进攻
mug	n.脸;脸部照片v.给...拍照;攻读
hypocrite	adj.伪善的n.伪善群;虚伪的人
humiliate	v.使蒙耻
hideous	adj.讨厌的;丑恶的
hairy	adj.盖满毛的;手的
final	adj.决定性的;最后的n.决赛;期终考试
experience	n.经历;经验v.经历
court	n.法庭;球场v.招致;求爱
costume	adj.与服装匹配的n.成套服装;戏装v.为...提供服装
bolt	n.插销;螺栓v.闩;筛
bluff	adj.壁立的;直率的n.矮树林;悬崖v.用大赌注吓退
bedtime	n.上床时间
alpha	adj.第一位的n.第一个;优等
alcoholic	adj.含酒精的;酒精的n.酗酒者
waters	n.海域;近海
visual	adj.光学的;视力的
vegetable	n.蔬菜;植物
tray	n.满盘;盘
suspicion	n.怀疑;一点儿v.怀疑
sticky	adj.困难的;湿热的;粘的
spread	n.翼展;展开v.撒;涂
splendid	adj.有光彩的;壮丽的
smile	n.欢快;微笑v.露出;惠及
shrimp	n.矮子;虾v.捕虾
shout	n.呼喊v.呼喊;叫嚷
root	n.底部;根v.生根;搜寻
ransom	n.赎;赎价v.赎;赎救
press	n.按;压力v.按;挤出
intent	adj.急切的;专心的n.故意;意思
glad	adj.高兴的;乐意的
fling	n.猛冲;扔v.丢下;扔
eliminate	v.排除;淘汰
disorder	n.骚乱;杂乱v.使凌乱;使紊乱
cocaine	n.可卡因
chancellor	n.大臣;总理
cereal	adj.谷物的n.谷类植物;谷物
arrive	v.抵达;出生
technique	n.技巧;技术
subway	n.地下过道;市区地铁
strain	n.品质;系v.拉紧;被扭
statement	n.陈述;声明
servant	n.雇员;仆人
road	n.街道;路
resident	adj.居住的;住校的n.居民;住客
republican	adj.共和党的;共和国的n.拥护共和政体者;共和党人
orb	n.宝球;球v.包围;成球状
lock	n.锁;闸v.拴住;锁
dummy	adj.挂名的;假的n.仿制品;人体模型
discipline	n.纪律;克制v.控制
despise	v.鄙视
dental	adj.齿音的;牙齿的n.齿音
cherish	v.抱有;珍爱
brief	adj.短暂的;距离短的n.辩护状;概要v.作...的提要
bluff	adj.壁立的;直率的n.矮树林;悬崖v.用大赌注吓退
atmosphere	n.大气;空气;大气层
sound	adj.健康的;牢固的n.声;音v.宣告;发音
servant	n.雇员;仆人
rifle	n.来复枪;来复线v.猛投;搜劫
presume	v.冒昧;认定
goal	n.目标;球门
gin	n.酒类;罗网v.喝醉;诱捕
gale	n.大风;微风
faint	adj.微小的;无力的n.昏厥v.变得微弱;昏厥
element	n.成分;要素
cape	n.斗篷;海角
allow	v.允给;允许
whack	n.失灵;重击v.击败;砍
toxic	adj.毒的;中毒的
shepherd	n.保护者;牧童v.护卫;牧
reliable	adj.可靠的
penalty	adj.补偿的;处罚的n.处罚;罚款
panel	n.节间;镶板v.把...分格;镶嵌
overwhelm	v.覆盖;征服
nearby	adj.附近的adv.在附近
importance	n.重要;自大
harass	v.不断打扰;不断侵扰
global	adj.球形的;全球的
fatal	adj.致命的;重大的
endless	adj.无止境的
elsewhere	adv.在别处
doll	n.俊妞儿;玩偶v.打扮得花枝招展
convict	adj.悔罪的n.斑马;已决犯v.证明...有罪
bold	adj.冒失的;勇敢的n.黑体
ballet	n.芭蕾舞;芭蕾舞团
unlikely	adj.未必的
spiritual	adj.精神的n.黑人的圣歌
separation	n.分拣;分离
rusty	adj.锈的;顽固的
record	n.记录;履历v.登记;记录
positive	adj.武断的;有把握的
overcome	v.克服;胜过
mount	n.登;山v.登上;登
method	n.方法;条理
manual	adj.手册的;手的n.键盘;教范
helmet	n.盔;面罩
fail	n.不及格;交割失信v.不;缺乏
essence	n.本体;本质
dose	n.剂量;一次v.给;服药
diagnosis	n.调查分析;诊断
cur	n.劣等狗
claim	n.权利;要求v.要求;主张
bully	adj.霸道的;快活的n.流氓;开球v.威吓;欺负
airline	n.航空公司;航线
yearbook	n.年鉴
various	adj.不同的;各个的
triangle	n.三角;三角铁
tempt	v.吸引;引诱
shelf	n.搁板状物;架子
rig	n.帆装;服装v.装配;操纵
pursuit	n.实行;追赶;追求
pour	v.倒;倾泻
possess	v.具有;拥有
humble	adj.谦逊的v.使谦逊
greedy	adj.渴望的;贪食的
wonder	n.惊奇;奇迹v.感到惊讶;感到疑惑
thorough	adj.彻底的
spine	n.骨气;脊柱
shotgun	adj.被迫做的;猎枪的n.猎枪;媒人
reckless	adj.不顾虑的
railroad	n.隔号余柱;铁道v.速决通过;筑铁路
fiance	n.未婚夫
exposure	n.暴露;揭露
evident	adj.明显的
contempt	n.耻辱;蔑视
capacity	n.充满的;容量
can	aux.可以;能n.大酒杯;容器v.把...装罐保存
weekend	n.周末;周末聚会v.过周末
urge	n.驱策;驱策力v.力劝;推进
thunder	n.雷;恼怒v.打雷;怒喝
theft	n.偷窃;赃物
shipment	n.装运
scissors	n.剪刀;交叉
respond	v.应答;作答
refuse	n.废料v.拒不;拒绝
porter	n.搬运工
noise	n.声音;噪声
match	n.火柴;火绳v.结婚;相称
marine	adj.海的;海军的n.海景画;所有船舶
legacy	n.遗产;遗赠
ink	n.墨水;墨汁v.给..蘸墨;签署
hormone	n.激素
hail	n.欢呼;雹v.欢迎;招呼
gently	adv.缓慢地;平缓的
establish	v.安置;建立
eastern	adj.向东方的
contract	n.合同;合同法v.缩约;皱缩
compound	adj.复合的;群体的n.复合词;复合物v.了结;化合
worldwide	adj.世界范围的adv.在全世界
smash	adj.轰动一时的adv.以哗啦一响n.猛击;钱v.打碎;压扁
sexual	adj.两性的;性的
market	n.集市;市场v.销售;进行交易
jaw	n.口部;颌v.对...唠叨;责骂
intern	n.实习医师;同住者v.拘留
handcuff	n.镣铐;手铐v.束缚...的手脚
errand	n.差事
entertain	v.接受;招待;娱乐
discovery	n.发现;泄露
crib	n.粮仓;饲料槽v.把...关住;偷窃
carriage	n.支架;姿势
barge	n.专用艇v.闯出;专撞
award	n.奖;判决v.判给;授予
attend	v.出席;侍候
ambassador	n.大使;代表
video	n.电视;录像
tab	n.帽耳;襻v.监视;行走
spend	v.花;用
seat	n.坐部;座v.供给...座位;使坐下
rely	v.信赖;依靠
reject	n.被拒货品;阻放装置v.拒绝;拒纳
reckon	v.估计;计算
headache	n.头痛
float	n.浮囊;鱼漂v.注满;浮
embrace	n.接受;拥抱v.接受;信奉
corner	n.包角;角v.垄断;转弯
turner	n.车工;旋转器
sweat	n.出汗;汗v.分泌;出汗
sole	adj.单独的;仅有的n.底部;鳎v.给...装底
restore	v.恢复;使复原
population	n.全部人;人口
pep	n.精力v.使精力充沛
olive	adj.木犀科的;油橄榄的n.油橄榄;橄榄
listen	v.听;听从
jeep	n.吉普车
control	n.管制;指挥v.统制;抑制
cleaner	n.清洁工;清洁器clean的比较级
wooden	adj.木头似的;木制的
slim	adj.机灵的;微薄的v.减轻体重
scent	n.香味;嗅觉v.察觉;觉
quest	n.探险;寻求v.请求;寻求
praise	n.赞美;赞扬v.评价;赞颂
pose	n.态度;样子v.提出;造成
luxury	adj.奢华的n.奢侈;奢侈品
loosen	v.放宽;使松
hum	n.嗯嗯声;欺骗v.哼;欺骗
haunt	n.巢穴;生息地v.常到;交往
gracious	adj.亲切的;体恤的
fleet	adj.短暂的;浅的n.船队;海军
errand	n.差事
emperor	n.皇帝
cake	n.饼;糕饼v.结块
blame	n.责任;指责v.指责;诅咒
abortion	n.流产;堕胎
worship	n.崇拜;敬神v.崇拜;敬奉
strict	adj.完全的;严格的
sketch	n.草图;概述概述;草图;画草图
shift	n.班;变向v.变;替换
physician	n.医生;医治者
perimeter	n.周;周边
passage	n.经过;迁移;通道;走廊
pal	n.好友;同谋v.交友
mere	adj.纯粹的;只不过的
matter	n.实体;事情v.化脓;要紧
grease	n.油脂;脂肪v.用油脂涂
eyewitness	n.目击者
enthusiasm	n.热心;宗教狂热
encounter	n.冲突v.遭到;相遇
diaper	n.花纹织物;尿布v.给...衬尿布
artist	n.能手;艺术家
serve	n.发球;轮到发球v.任;帮佣
punch	n.力量;一拳v.挥击;冲
project	n.工程;计划v.打算;投掷
portal	adj.肝门的;门静脉的n.门;门架
outer	adj.在外的
jewel	n.宝贝;宝石
concrete	adj.具体的;有形的n.凝结物
colleague	n.同事
carrot	n.胡萝卜
bear	n.玩具熊;熊v.忍;压
backyard	n.后院
academic	adj.学理的;学术的n.大学生;学者
wind	n.风;圈;气息v.包;绕
whisper	n.低语;微量v.低声说出;低语
volume	n.音量;卷;体积
terrorist	adj.恐怖的n.恐怖分子;恐吓者
sabotage	n.暗中破坏;阴谋破坏v.破坏
pea	adj.豌豆似的n.豌豆;豌豆荚
organ	n.风琴;机构
needy	adj.贫困的
mock	adj.假的;模拟的adv.假装地n.嘲笑;嘲笑对象v.嘲笑;模仿
mentor	n.门特
measure	n.尺寸;量度v.打量;量
list	n.表;布条v.列举;听
cuff	n.翻边;袖口v.讨论;打
breeze	n.微风;和风v.吹微风;随风传送
article	n.契约;条款;物品;冠词v.列举;进行控告
write	v.记述;写
valid	adj.有根据的;正当的
skipper	n.船长;队长v.当...的船长;当...的队长
sand	n.沙;沙滩v.撒沙于;沙淤
rarely	adv.不常
prank	n.胡闹v.胡闹;打扮
perform	v.履行;做
obnoxious	adj.有害的;讨厌的
mate	n.偶;配偶v.使交配;交配
improve	v.改进;利用
hereby	adv.以此方式;在附近
cheek	n.边柱;面颊v.无礼地向...讲话
cellar	n.地窖;酒窖
void	adj.空的;无效的n.空间;裂缝v.出清;放出
truck	n.交易;商品v.叫卖;打交道
tomato	n.番茄;脸
substance	n.实质;物质
strangle	v.扼死;扼住
sour	adj.发酵的;酸的v.变酸;发酵
skill	n.技术;熟练性
senate	n.参议院;元老院
purchase	n.购买;购置物v.换得;买
native	adj.出生的n.当地人;土人
maximum	adj.极大的;最高的n.顶峰时期;最大限度
fiction	n.小说;虚构
exotic	adj.奇异的;外来的n.外国人;外来词
colored	adj.有...色的;有颜色的n.有色人种的人
clear	adj.纯色的;清晰的adv.离开着;完全v.扫清;变晴
civilian	n.民法专家;平民
brook	n.饶舌者;小溪v.容忍;享有
boutique	n.时装商店
winter	n.冬;寒冷天气v.过冬
terrace	n.平台;梯田;阶地v.使成阶地
speaker	n.代言人;说话者
ski	n.滑橇;雪板v.在...上滑雪;滑雪
seed	n.精子;种v.播;播种
relation	n.关系;亲属关系
quack	adj.假的n.鸭叫声;假行家v.呱呱叫;大肆吹嘘
publish	v.出版;发表
pact	n.契约
opinion	n.评价;意见
knot	n.花结;结v.使紧缩;打结
ketchup	n.番茄酱
item	n.警告;条
disappear	v.使不见;消失
coin	n.钱;硬币v.发明;铸
circuit	n.环道;环行v.绕...环行;环行
assist	n.帮助v.帮助;促进
violet	adj.堇菜科的;蓝紫色的n.堇菜;堇菜花;紫罗兰
tick	n.虱蝇;蜱v.给...标记号;活动
terrify	v.使害怕
tease	n.戏弄v.哄;戏弄
swamp	n.沼泽v.淹没;下沉
secret	adj.秘密的;能保密的n.奥秘;秘密
reflection	n.反射;映像
ray	n.光线;鳐v.放射;照射
part	n.一部分;组成部分v.放弃;分开
mental	adj.精神的;颏的
doubt	n.迟疑;怀疑v.怀疑;迟疑
deception	n.欺骗;受骗
crucial	adj.决定性的;严酷的
chamber	adj.室内的;私人的n.会议厅;室v.装
arrival	n.到达;到达者
visit	n.参观;视察v.访问;视察
support	n.帮助;支撑v.帮助;支持
stall	n.货摊;马厩v.熄火;拖延
scout	n.侦察员;侦察者v.搜索;侦察
scoop	n.匙杓;勺v.挖成;舀
ribbon	n.缎带;色带v.成带状
reserve	n.藏量;储备v.保留;预订
raid	n.侵吞;袭击v.侵吞;袭击
notion	n.概念;观念
income	n.流入;收入
immune	adj.免除的;免疫的n.免疫者
hay	n.成果;干草v.用干草喂
expect	v.等待;预计
edition	n.版本
destined	adj.命中注定的
classroom	n.教室
boob	n.笨蛋;大错v.犯大错
bet	n.打赌;赌金v.敢说;打赌
bath	n.浴;浴水
appoint	v.任命;下令
accomplice	n.共犯;同伙
wander	n.漫游;漂移v.漫游;蜿蜒
seek	v.试图;去
scroll	n.卷轴;名册v.使成卷轴;卷起
retire	v.收口;后退
peach	adj.桃色的n.桃花;桃树v.告发;告密
nude	adj.裸体的;肉色的n.裸体;裸体画
last	adj.最低的;最后的adv.上一次;最后v.度过;楦
fugitive	adj.短暂的;逃跑的n.逃亡者
freezer	n.冷藏室;制冷器
discount	n.打折扣;折扣v.不信;低估
cranky	adj.暴躁的;古怪的
crank	adj.不稳的;怪人的n.怪人;曲柄v.曲折行进;转动曲柄
clown	n.乡下人;小丑v.扮小丑
clearance	n.净空;清除;许可
buffalo	n.野牛v.恐吓;迷惑
anxiety	n.焦虑;渴望
accountant	n.会计人员
whoop	n.高喊;呐喊v.高喊;鸣叫
volunteer	adj.志愿的;自生的n.志愿兵;自愿者v.自愿;自愿提供
terrorist	adj.恐怖的n.恐怖分子;恐吓者
tale	n.陈述;故事
talent	n.明星;天才
stink	n.恶臭;化学v.发出恶臭;惹人讨厌
snake	n.奸险的人;蛇v.拖曳;蛇行
session	n.会议;开庭
remote	adj.边远的;远的
protocol	n.草案;礼仪
nickel	n.五美分;镍v.把...镀镍
garlic	n.大蒜
foreman	n.工头
bed	n.床;卧室v.睡;性交
beam	n.杆;梁v.用...照射;照耀
area	n.地区;面积
altogether	adv.完全;总共
uniform	adj.均匀的n.制服
tremendous	adj.非常的;精彩的
summit	n.顶峰;最高点
squash	adv.挤压地n.挤压;硬挤v.粉碎;硬放
restaurant	n.餐馆
rank	adj.极度肥沃的n.排;行列v.把...分等;级别高于
profession	n.同业;职业
peanut	adj.渺小的n.花生;花生米
observe	v.观察;说
lung	n.肺;呼吸器官
hang	v.吊死;悬挂
expert	adj.熟练的n.特等射手;专家
economy	n.节约;经济
dude	n.城里人;人
donation	n.捐赠;捐赠物
disguise	n.假扮;假装v.假扮;伪装
curb	n.控制;路缘v.控制;勒住
bite	n.咬;咬的伤痕v.刺穿;咬
balloon	n.气球;气球形物v.大大增加
